Utterance_Das,Original_Label,DeepSeek
I still can't believe they took away my key. You trust me with yours. (Statement Non Opinion) ,fear,sadness
Of course I do! And I'm gonna give it back to you as soon as they're done with it at the key shining place. (Statement Non Opinion) ,neutral,joy
What the hell is that? (Question) ,anger,anger
"Whoa! Whoa! Whoa! Treeger, what are you doing? (Question) ",surprise,surprise
You said there was a gas leak in here. (Answer) ,neutral,neutral
Well why don't you use your key? (Question) ,neutral,neutral
"Because by the time I find it on this thing , the whole place might have exploded. (Answer) ",neutral,fear
"If that happens at another building that I manage, people are gonna start asking questions. (Statement Non Opinion) ",neutral,fear
Come on! (Others) ,anger,anger
Hurry up. (Others) ,sadness,anger
Oh! We could have done that. (Statement Opinion) ,neutral,surprise
"Luckily, the guy she settled for can't hear what you're talking about. (Statement Non Opinion) ",neutral,neutral
"Oh, I'm so sorry. (Apology) ",sadness,sadness
"Um, and maybe I'm wrong! (Acknowledge) ",sadness,fear
"I but--y'know I'm gonna go out with him again, I'll find out more. (Statement Non Opinion) ",neutral,neutral
You believe that this guy is destined for someone else and you're still gonna date him? (Question) ,surprise,anger
"Well, he may not be my soul mate, but a girl's gotta eat. (Answer) ",neutral,joy
"Oh, but it's made her so happy. (Statement Opinion) ",anger,joy
Little girl misses her cat. (Statement Non Opinion) ,neutral,sadness
Crazy lady thinks her mother is in a cat. (Statement Non Opinion) ,sadness,disgust
"Okay, y'know what, I have to go have dinner with my son, can I trust that when you see Phoebe, you will tell her. (Statement Non Opinion) ",neutral,neutral
Yeah. (Agreement) ,neutral,neutral
Thank you. (Acknowledge) ,neutral,neutral
I (Statement Non Opinion) ,neutral,neutral
"He is right, isn't he? (Question) ",joy,neutral
"Y'know what, I think this might be one of the times he's wrong. (Answer) ",neutral,neutral
You think? (Question) ,surprise,surprise
"Oh-no, he's right. (Answer) ",neutral,neutral
Seven hundred bucks! (Statement Non Opinion) ,joy,surprise
"Alright, you did it! Do we have any fruit? (Question) ",joy,joy
"Man, hell of a two weeks, huh? Y'know what, though? I really feel like I learned something. (Statement Non Opinion) ",joy,neutral
"Really? So, you're gonna stick with this 'it's all for her' thing? (Question) ",neutral,surprise
"What, are you crazy? When a blind man gets his sight back, does he walk around like this? (Question) ",disgust,anger
Oh. (Backchannel) ,neutral,neutral
Y'know those are a delicacy in India. (Statement Non Opinion) ,neutral,neutral
Ah-ha! Too cocky! (Others) ,joy,joy
Me too. (Statement Non Opinion) ,neutral,neutral
"Although this city is my home, so. (Statement Non Opinion) ",neutral,neutral
"So that's dumb what I said, don't tell him I said that. (Statement Non Opinion) ",neutral,neutral
"Umm, you make something up. (Statement Non Opinion) ",neutral,neutral
"Nice, thank you. (Acknowledge) ",joy,joy
This is me. (Statement Non Opinion) ,neutral,neutral
Here. (Statement Non Opinion) ,neutral,neutral
Your eyes are very pretty. (Statement Opinion) ,joy,joy
"Thank you, very much! Oh! Thank you! (Others) ",joy,joy
He would like to kiss you. (Statement Opinion) ,neutral,neutral
"Okay, y'know what, you don't have to do that now. (Statement Non Opinion) ",neutral,neutral
No-no-no-no!! (Disagreement) ,joy,anger
"Not him, you don't! (Statement Non Opinion) ",surprise,anger
Well the moment's over. (Statement Non Opinion) ,neutral,sadness
Oh. (Backchannel) ,neutral,neutral
Oy! (Backchannel) ,neutral,surprise
"Hey! Hold on a minute, hold on a second. Do you think these pearls are nice? (Question) ",anger,neutral
I'd really prefer a mountain bike. (Statement Non Opinion) ,neutral,neutral
"Janice's birthday is coming up, I want to get her something speacial. Come in here with me. (Statement Non Opinion) ",neutral,neutral
"Whoa, whoa, whoa, wait, whoa. (Disagreement) ",surprise,surprise
"Do you ah, want to get her something speacial, get her flowers, get her candy, get her gum, girls love gum. (Statement Opinion) ",anger,joy
"That's a good idea, 'Dear Janice have a Hubba-Bubba birthday'. I would like to get her something serious. (Agreement) ",disgust,neutral
"Oh, you want something serious. (Statement Non Opinion) ",neutral,neutral
"Y'know what you should do, you should get her one of those um, barium enemas. (Statement Non Opinion) ",neutral,disgust
Those are dead serious. (Statement Non Opinion) ,neutral,neutral
"All right. Look, I'm gonna go in here, and you don't buy me anything ever. (Statement Non Opinion) ",anger,anger
"No, no, you can't, you can't, okay, you can't, you can't buy her pearls, you just can't, you can't, you can't. (Statement Non Opinion) ",fear,anger
Why not?! (Question) ,surprise,anger
"Oh God. Uh, okay, here's the thing, this is the thing, okay, the thing is... (Answer) ",neutral,sadness
What is the thing? (Question) ,sadness,anger
"Okay. I went down to the 'Mattress King' showroom and, and I saw Janice, kissing her ex-husband. (Answer) ",sadness,sadness
What? (Question) ,surprise,surprise
They were in his office. (Answer) ,neutral,neutral
"Well she, she wouldn't do that, she's with, she's with me. (Statement Opinion) ",sadness,sadness
I'm telling you it's like watching Bambi learn how to walk. (Statement Non Opinion) ,anger,neutral
You're drunk! Mom and dad are gonna be maaaaadd! Maybe I'm a little drunk. (Statement Opinion) ,surprise,anger
Hey! Are those crab cakes? Did I not tell ya to come straight to me when more crab cakes were ready? (Question) ,joy,disgust
How are you feeling? (Question) ,neutral,neutral
You are (Answer) ,neutral,neutral
I really wish that you wouldn't. (Statement Non Opinion) ,anger,sadness
"Now all you have to do is just get through a little bit more, okay? (Statement Opinion) ",neutral,joy
"Then we can put you in bed, okay? (Statement Non Opinion) ",neutral,neutral
Just smile and don't talk to (Statement Non Opinion) ,neutral,neutral
Speech! Speech! Let's hear from the birthday girl! Huh? (Statement Non Opinion) ,joy,joy
Pheebs!! (Others) ,joy,surprise
Don't you see? Everyone's looking at me! The plan's working! I didn't even have to take off my top yet! (Statement Non Opinion) ,joy,joy
Speech! Come on Monica! (Statement Non Opinion) ,joy,joy
Come on! (Statement Non Opinion) ,joy,neutral
Come on! Speech! (Statement Non Opinion) ,joy,joy
"Hey Chandler, you can't keep your hands off her for one second! (Statement Non Opinion) ",anger,joy
"Oh-ho, I think it's nice. (Statement Opinion) ",joy,joy
Well you have to because maybe it's stupid. (Command) ,neutral,anger
Well it's just while Monica and I were dancing to them it was...the first time I knew that...you were the woman I wanted to dance all my dances with. (Statement Non Opinion) ,joy,joy
Oh crap! (Others) ,anger,disgust
All right. (Statement Non Opinion) ,neutral,neutral
The super couldn't figure out what it did. (Statement Non Opinion) ,neutral,neutral
A $200 an hour electrician couldn't figure out what it did. (Statement Non Opinion) ,sadness,neutral
I've had seven pretty serious shocks. (Statement Non Opinion) ,sadness,sadness
I officially give up. (Statement Non Opinion) ,disgust,sadness
Thank God. (Others) ,joy,joy
"I guess Joey was right, it does nothing. (Statement Opinion) ",joy,sadness
See? I'm doing it. I am totally doing it. I lost it. (Statement Non Opinion) ,anger,joy
Are there no conscious men in the city for you two? (Question) ,sadness,neutral
He doesn't have anyone. (Answer) ,neutral,sadness
"Yeah, we-we feel kinda responsible. (Statement Non Opinion) ",anger,sadness
I can't believe you said woowoo. I don't even say woowoo. (Others) ,disgust,surprise
"Oh, she's coming up! She's coming up! (Statement Non Opinion) ",joy,joy
"Folks, when we come back we'll be talking about her new book, 'Euphoria Unbound': the always interesting Nora Tyler Bing. (Statement Non Opinion) ",neutral,neutral
You might wanna put the kids to bed for this one. (Statement Non Opinion) ,neutral,neutral
"Y'know, we don't have to watch this. (Statement Opinion) ",neutral,neutral
"No way, forget it. (Disagreement) ",joy,anger
"C'mon, she's your mom! (Statement Non Opinion) ",anger,neutral
Exactly. (Agreement) ,neutral,neutral
"Chandler, I gotta tell you, I love your mom's books! (Acknowledge) ",joy,joy
I love her books! (Acknowledge) ,joy,joy
I cannot get on a plane without one! (Statement Non Opinion) ,joy,joy
"I mean, this is so cool! (Statement Opinion) ",joy,joy
"Yeah, well, you wouldn't think it was cool if you're eleven years old and all your friends are passing around page 79 of 'Mistress Bitch.' (Statement Non Opinion) ",disgust,anger
"C'mon, Chandler, I love your mom. I think she's a blast. (Statement Opinion) ",joy,joy
Thank you. (Others) ,neutral,joy
And a nice hot cider for Monica. (Statement Non Opinion) ,neutral,neutral
"Aww, thank you. Uh Rach? (Question) ",neutral,joy
Yeah? (Answer) ,neutral,neutral
Why does my cinamon stick have an eraser? (Question) ,surprise,surprise
Oh! That's why. I'm sorry! (Apology) ,surprise,sadness
"Oh. Oh! Ma'am? Excuse me, ma'am? (Question) ",neutral,surprise
You can't put your cigarette out on a tree! (Question) ,anger,anger
"Yeah I can, it worked real well. (Answer) ",neutral,neutral
No but you shouldn't! Don't ever do that again. (Disagreement) ,anger,anger
I won't! Until I have my next cigarette. (Statement Non Opinion) ,anger,neutral
Hold it! N.Y.P.D! Freeze punk! (Statement Non Opinion) ,anger,anger
What?! (Question) ,surprise,surprise
Yeah that's right you are so busted. Book 'em. (Answer) ,anger,joy
Who are you talking too? (Question) ,surprise,neutral
"Save it Red! Unless you wanna spend the night in the slammer, you apologize to the tree. (Answer) ",disgust,anger
I am (Disagreement) ,neutral,neutral
You apologize to the tree right now or I am calling for backup. Backup! Backup!! (Command) ,anger,anger
I-I'm sorry! Sorry. (Apology) ,fear,fear
"Okay, cancel backup! Cancel backup! (Statement Non Opinion) ",neutral,joy
Shh! Get me out of here. (Statement Non Opinion) ,fear,fear
Oh. (Backchannel) ,neutral,surprise
Ross! (Greeting) ,surprise,joy
What? (Question) ,neutral,surprise
"Come here, check this out! (Answer) ",surprise,joy
What? Is it the comet? (Question) ,neutral,surprise
"No! No-no. Look, there's a bug stuck in tar right here. (Answer) ",surprise,neutral
"Joey come--I can't believe--I bring you here to see the Bapstein-King comet, one of nature's most spectacular phenomenon, and all you care about are bugs stuck in tar and-and some woman! (Statement Non Opinion) ",anger,anger
"Y'know, there's (Statement Non Opinion) ",neutral,neutral
Show me where? (Question) ,neutral,surprise
Right-right up here. (Answer) ,neutral,neutral
Joey where's the pipe that was holding the door open? (Question) ,neutral,surprise
"I don't know! Yeah, I do. (Answer) ",joy,neutral
Joey! (Others) ,anger,anger
What?! All right--Hey! Don't look at me! You're the one who wanted to come up and look for some stupid (Statement Non Opinion) ,anger,anger
"It's called the Bapstein-King comet, okay? Hey! Hey! Bapstein was a very well respected astronomer! (Others) ",anger,anger
Oh no! No! No! (Disagreement) ,surprise,fear
Wow! This place is incredible! Sting's pen...that he gave to Phoebe. Come on! Secret passageway! (Statement Opinion) ,joy,joy
Hi! (Greeting) ,neutral,neutral
Hi! (Greeting) ,neutral,neutral
I'm Trudie. (Statement Non Opinion) ,neutral,neutral
Uh-huh. (Backchannel) ,neutral,neutral
You must be Ben's mum. (Question) ,neutral,neutral
Why else would I be here? (Question) ,neutral,anger
Do sit down. (Answer) ,neutral,neutral
Yeah. (Agreement) ,neutral,neutral
Hi.. how was the game? (Question) ,neutral,neutral
Well.. (Answer) ,neutral,neutral
WE WON!! Thank you! Yes! (Others) ,joy,joy
Fantastic! I have one question: How is that possible? (Question) ,surprise,surprise
Alan. (Answer) ,neutral,neutral
He was unbelievable. (Acknowledge) ,joy,joy
"He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-... (Statement Opinion) ",joy,joy
"I mean, it-it was like, it was like he made us into a team. (Statement Opinion) ",joy,joy
"Yep, we sure showed those Hassidic jewellers a thing or two about softball.. (Statement Non Opinion) ",joy,joy
Can I ask you guys a question? D'you ever think that Alan is maybe.. sometimes.. (Question) ,neutral,neutral
What? (Question) ,surprise,neutral
"..I dunno, a little too Alan? (Question) ",neutral,neutral
"Well, no. That's impossible. You can never be too Alan. (Answer) ",joy,joy
"Yeah, it's his, uh, innate Alan-ness that-that-that we adore. (Statement Non Opinion) ",joy,joy
I personally could have a gallon of Alan. (Statement Non Opinion) ,joy,joy
"Well I had a great time! Learned how to bake, ate great food, that's the first A I've gotten since seventh grade, (Statement Non Opinion) ",joy,joy
"Oh, look! Acting for Beginners! Want to feel good about yourself? (Question) ",fear,joy
What the hell! (Statement Non Opinion) ,surprise,anger
Okay. (Statement Non Opinion) ,neutral,neutral
"All right, let's start with some basics. Can anybody tell me what the difference between upstage and downstage is? (Question) ",neutral,neutral
"Yeah, this was a stupid idea. (Statement Opinion) ",disgust,sadness
My God! (Others) ,surprise,surprise
These pants are burning up! (Statement Non Opinion) ,surprise,anger
"Oh come on, she wants to snuggle now! (Statement Non Opinion) ",surprise,disgust
What is she trying to kill me? (Question) ,anger,fear
It's like a volcano in here! (Statement Non Opinion) ,surprise,anger
Are you hot? (Question) ,neutral,neutral
"Okay, it must just be me then. (Statement Non Opinion) ",neutral,sadness
"That was just the pants on the couch. Umm, hey, do you, do you mind if I use your bathroom? (Question) ",neutral,neutral
You're driving me crazy with that! (Statement Non Opinion) ,anger,anger
"Okay, I'll stop. (Statement Non Opinion) ",neutral,neutral
Don't stop! Move the bowl further away! Ross could make that shot! (Command) ,anger,anger
"Well, you suck! But at least you suck at a man's game now. (Statement Non Opinion) ",anger,joy
You wanna play? (Question) ,neutral,neutral
"Chandler, I can't be playing games, Ross is gonna be home soon. (Answer) ",neutral,sadness
And I have to write five whole pages if I'm gonna stick to his schedule. (Statement Non Opinion) ,neutral,sadness
"Well, so, play for the next 30 minutes and then write until he gets home. (Statement Opinion) ",neutral,neutral
"All right! But uh, listen, what do you say we crank it up a notch? (Agreement) ",joy,joy
I'm intrigued. (Statement Non Opinion) ,neutral,surprise
"All right, all we need is a little lighter fluid. (Statement Non Opinion) ",neutral,joy
"Okay, but be careful okay, because I wanna get our security deposit back. (Agreement) ",joy,fear
"Yeah, I think we said good-bye to that when we invented hammer darts. (Statement Non Opinion) ",joy,neutral
Do you even remember which part of the wall is not spackle? (Question) ,neutral,surprise
"Uh yeah, right here. (Answer) ",neutral,neutral
"Hey, Rach. How was it with your friends? Okay! How would you like some Tiki Death Punch? (Question) ",joy,joy
What's that? (Question) ,neutral,surprise
"Weeeell, it's rum, and- (Answer) ",neutral,neutral
I'm sure they'll be here soon. (Statement Non Opinion) ,neutral,neutral
"Yeah, honey, they wouldn't miss this. (Statement Non Opinion) ",neutral,joy
Relax. You're only at nine centimeters. And the baby's at zero station. (Statement Non Opinion) ,neutral,neutral
You are really frightening me. (Statement Non Opinion) ,fear,fear
"Somebody wanna help me, tryin' to rip out my heart. Uh, that's great. Anybody seen a nipple? (Question) ",fear,disgust
"All right, ten centimeters, here we go. (Statement Opinion) ",neutral,joy
"All right, honey, time to start pushing. (Command) ",neutral,neutral
But they're not here yet! (Statement Non Opinion) ,fear,sadness
"I'm sorry, I can't tell the baby to wait for them. (Disagreement) ",neutral,neutral
"Oh, god. (Others) ",fear,fear
"Here we go. Mona umm, I think it's time we-we had a conversation about-about where things are with us. (Statement Non Opinion) ",joy,neutral
"Yeah, I-I think I suggested that. (Statement Non Opinion) ",neutral,neutral
"Aw, we-we are so... So umm, well I-I-I like you and I-I love umm, y'know hanging out with you. (Statement Non Opinion) ",joy,joy
And I mean-I'm having a lot of fun. (Statement Non Opinion) ,joy,joy
Okay. (Others) ,neutral,neutral
"I mean, there's no point in spending time with someone if-if it's just fun. (Statement Opinion) ",neutral,sadness
"It's gotta be, it's gotta be going somewhere right? (Others) ",joy,neutral
So where-where is it going? (Question) ,neutral,neutral
Ah! (Backchannel) ,surprise,surprise
That's-that's the real question. (Statement Non Opinion) ,neutral,neutral
And-and the answer is...is it's going somewhere...fun. (Statement Non Opinion) ,joy,joy
"Now I-I know what you're thinking, fun was fine for you like ten years ago y'know, but you're-you're not getting any younger. (Statement Non Opinion) ",neutral,anger
"No I mean--No not you, not you, you--you (Others) ",fear,fear
"I'm sorry, so umm, so where are we? (Question) ",sadness,sadness
Y'know what? (Question) ,neutral,neutral
I am going to take you out to dinner tonight. (Statement Non Opinion) ,joy,joy
I found this place that makes the greatest mozzarella sticks and jalepino poppers . (Statement Non Opinion) ,joy,joy
No? (Others) ,anger,sadness
Really? (Question) ,surprise,surprise
They taste so good. (Statement Non Opinion) ,joy,joy
Drum roll. (Others) ,neutral,joy
"Okay. Okay. All right. Help! Am I a Mark, or a John? (Question) ",neutral,fear
"Nah, you're not tall enough to be a Mark, but you might make a good Barney. (Answer) ",neutral,joy
"All right look, am I serious, okay? Tomorrow at 3:30 I am going down to the courthouse. (Others) ",neutral,neutral
You're actually going through with this? (Question) ,surprise,surprise
"Hey, look, this name has been holding me back my entire life. (Statement Opinion) ",anger,sadness
"Okay, it's probably why kids picked on me in school, and why I never do well with women... So, as of 4 o'clock tomorrow, I'm either gonna be Mark Johnson or John Markson. (Statement Non Opinion) ",neutral,sadness
You got problems because of you! (Statement Opinion) ,anger,anger
Not your name! (Others) ,sadness,anger
"All right, this has got to stop! (Statement Non Opinion) ",anger,anger
Chandler is a great name! (Statement Opinion) ,anger,joy
"In fact--yes, I'm, I'm sorry. (Apology) ",sadness,sadness
"I know you really wanted me to name the baby Joey, but eh, so, I'm-I'm, I'm gonna, I'm gonna name the baby Chandler. (Statement Opinion) ",neutral,joy
Damn! I thought that was going to be romantic as hell! (Statement Opinion) ,surprise,anger
It was. (Agreement) ,neutral,neutral
"Look, I just saw my best friends brains smeared across the canvas, that's not gonna be me, not me. (Statement Non Opinion) ",sadness,disgust
Wow! That was good. That was... Tweezers? (Question) ,surprise,surprise
No. (Answer) ,neutral,neutral
Whoa. That was really good. (Statement Opinion) ,surprise,joy
"Thanks, any suggestions? (Question) ",neutral,neutral
You-you...you had sex with Ursula?! (Question) ,surprise,surprise
"Uh, a little bit. She-she-she walked in and I thought she was you and I kissed her and (Answer) ",fear,fear
You didn't notice she was wearing different clothes?! (Question) ,surprise,anger
Well I was just so excited to see you. (Answer) ,sadness,joy
Oh. Ew! Ew! Ew! Ugh! Y'know what? This is too weird. (Others) ,disgust,disgust
No-no it's not! (Disagreement) ,sadness,fear
I don't want to lose you! (Acknowledge) ,fear,sadness
It's-it's like I was saying to Ursula when I was making love to her and I thought she was you--Yeah it is too weird. (Statement Non Opinion) ,sadness,neutral
So I guess this is it. (Statement Non Opinion) ,sadness,sadness
Yeah. Maybe it's for the best. You smell just like her. (Statement Opinion) ,sadness,neutral
"Yeah, so do you. (Agreement) ",anger,neutral
Hey! (Greeting) ,joy,joy
Hi. (Greeting) ,neutral,neutral
"So, did shopping make you feel any better about Ross? (Question) ",neutral,neutral
Manhattan does not have enough stores. (Answer) ,sadness,sadness
"Well, (Others) ",neutral,neutral
You can? (Others) ,surprise,surprise
Yeah. I just need you to bring me some photos of Ross. (Command) ,neutral,neutral
Um-hmm. (Backchannel) ,neutral,neutral
And a small piece of chocolate. (Command) ,neutral,joy
Okay. (Agreement) ,neutral,neutral
"Okay, we have to talk. I'm just getting out of a very serious relationship (Statement Opinion) ",sadness,sadness
"I know! And I'm just getting out of a marriage, I mean talk about meant to be! (Statement Non Opinion) ",fear,joy
Right! I just think that this is happening too soon. (Statement Opinion) ,joy,sadness
"Oh, too soon, too schmoon. Face it honey, I am not letting you get away this time. (Statement Non Opinion) ",sadness,joy
"I hear ya. But! Unfortunately, my company is transferring me overseas! (Statement Non Opinion) ",disgust,neutral
Oh no! Where to? Too Paris? (Question) ,surprise,surprise
"No! No! Not, Paris. (Answer) ",neutral,neutral
"Too London? No-no, Rome? Vienna? Ooh-ooh, Barcelona? (Question) ",joy,surprise
"Okay, could you just stop talking for a second? Yemen. That's right, yes, I'm being transferred to Yemen! (Answer) ",anger,anger
When? (Question) ,anger,neutral
I don't know exactly. (Answer) ,neutral,neutral
"Ugh, well I will just have to soak up every once of Chandler Bing until that moment comes. (Statement Non Opinion) ",sadness,joy
But I do know that it's some time tomorrow. (Statement Non Opinion) ,joy,neutral
"Ooh, this is it! Oh, that's him! That's him! (Others) ",joy,joy
Great! Go get him. (Others) ,joy,joy
"Wait a second, or maybe you can go in first. (Statement Opinion) ",neutral,neutral
He's not really my type. (Disagreement) ,neutral,neutral
"No not you, Dr. Drake Remoray. You can ask him questions and see what's he like. People tell doctors everything. (Statement Opinion) ",neutral,neutral
"But lately all the guys I meet seem really nice at first, then they turn out to be the biggest jerks. (Statement Non Opinion) ",sadness,sadness
You do attract some stinkers. (Statement Non Opinion) ,sadness,neutral
Chandler. (Greeting) ,neutral,neutral
"Mrs. Tedlock. You're looking lovely today. And may I say, that is a (Statement Non Opinion) ",neutral,joy
"Yes. Well, Mr. Kostelick wants you to stop by his office at the end of the day. (Statement Opinion) ",neutral,neutral
"Oh, listen. (Others) ",neutral,neutral
"If this is about those prank memos, I had nothing to do with them. (Statement Non Opinion) ",neutral,fear
Really. (Others) ,joy,neutral
Nothing at all. (Others) ,neutral,neutral
Really. (Agreement) ,joy,neutral
Nothing. (Disagreement) ,neutral,anger
"Y'know when we move in together, can I get a gumball machine? (Question) ",neutral,joy
Of course! Joey wouldn't let you have one? (Answer) ,sadness,surprise
"No. When it comes to sweets, he's surprisingly strict. (Statement Non Opinion) ",sadness,neutral
"Hey, have you figured out a way to tell him you're moving out? (Question) ",neutral,neutral
"No, no, I keep trying, y'know? (Answer) ",anger,sadness
"I can get out, ""Joey, I have too..."" but then I lose my nerve and I always finish with, ""...go to the bathroom."" (Statement Non Opinion) ",sadness,neutral
He may think I'm sick. (Statement Non Opinion) ,neutral,neutral
"Y'know, I really have to tell Rachel, but I... We just have to get it over with! (Statement Non Opinion) ",neutral,neutral
"Y'know, the next time we see them we're just gonna tell them. (Statement Opinion) ",neutral,neutral
That's it. (Agreement) ,neutral,neutral
"Oh, so that's this is gonna work now? You're just gonna order me around all the time? (Question) ",joy,joy
Pretty much. (Answer) ,neutral,joy
All right. (Agreement) ,neutral,neutral
Hey Monica! (Greeting) ,joy,neutral
Hi! (Greeting) ,joy,neutral
"Hey man, you feeling any better? (Question) ",neutral,neutral
"Joey, we have something to tell you. (Answer) ",neutral,neutral
Oh my God! You're pregnant! (Statement Non Opinion) ,surprise,surprise
"Yeah, if you get married in Vegas, you're only married in Vegas. (Statement Non Opinion) ",neutral,neutral
What are you talking about? If you get married in Vegas you're married everywhere. (Others) ,neutral,anger
Really?! (Question) ,surprise,surprise
Yeah! (Answer) ,neutral,joy
Oh my God!--Eh! Well (Others) ,surprise,surprise
"You see that guy? He's in classics now, but y'know as soon as we leave he's going straight to the porn. (Statement Non Opinion) ",disgust,disgust
He's gonna go up to the counter with (Statement Non Opinion) ,neutral,neutral
Yeah. (Agreement) ,neutral,neutral
I missed this. (Statement Non Opinion) ,joy,sadness
Me too. (Statement Non Opinion) ,anger,sadness
"So, you wanna get a hamburger or something? (Question) ",neutral,joy
Yes! Yes! Yes! Yes! Awww! (Others) ,joy,joy
"Hey, it's your Thanksgiving too, y'know, instead of watching football, you could help. (Statement Non Opinion) ",anger,neutral
We will. (Agreement) ,neutral,neutral
"Okay, Rachel, you wanna put the marshmellows in concentric circles. (Command) ",neutral,neutral
"No Mon, (Disagreement) ",neutral,anger
Every year. (Others) ,neutral,neutral
Hey! Ross! (Greeting) ,joy,joy
Die Hard (Others) ,neutral,neutral
"Yep. Hey, what do you say we make it a double feature? (Question) ",neutral,joy
What'd you rent? (Question) ,neutral,neutral
Die Hard 2 (Answer) ,neutral,neutral
"Joey, this is (Statement Non Opinion) ",neutral,neutral
"Oh, well we watch it a second time and its (Statement Opinion) ",neutral,neutral
"Joey, we (Statement Non Opinion) ",neutral,neutral
And? (Others) ,neutral,neutral
And it'll be cool to see it again! Yeah! (Statement Non Opinion) ,joy,joy
Die Hard (Statement Non Opinion) ,neutral,neutral
"Dude, you didn't say (Question) ",neutral,anger
"Yeah, I just got uh, got plans. (Answer) ",neutral,neutral
"Well, John McClane had plans! (Statement Non Opinion) ",anger,neutral
"No, see the thing is I want to get out of here before Joey gets all worked up and starts calling everybody bitch. (Statement Non Opinion) ",neutral,neutral
What are you talking about? Bitch. (Question) ,anger,anger
I know you botched that operation on purpose. (Statement Non Opinion) ,joy,anger
"I can't prove it yet, but when I do, you'll be going to jail for murder. (Statement Non Opinion) ",anger,anger
I don't care if you are my brother. (Statement Non Opinion) ,disgust,anger
"Good for you! And hey, I thought your paper on punctuated equilibrium in the Devonian era was top notch! (Statement Opinion) ",joy,joy
Stop going through my stuff ! (Command) ,anger,anger
Hey! (Greeting) ,joy,neutral
Hey! (Greeting) ,joy,neutral
"I just wanted to let you know I've changed my mind: I'm gonna do it, I'm gonna kiss Joey. (Statement Non Opinion) ",anger,joy
"No, you can't! Friends hooking up is a bad idea. (Disagreement) ",fear,anger
"Please, what about you and Chandler? (Question) ",anger,neutral
That's different! I was drunk and stupid! (Answer) ,anger,anger
Well hello ! (Others) ,anger,joy
What about all the guys that you've got the phone numbers from? Why don't you just kiss one of them? (Question) ,neutral,neutral
"I could, I could but I don't want to! I want to kiss Joey! (Answer) ",anger,joy
Alright . I think it's a big mistake but it's your decision. (Statement Opinion) ,neutral,sadness
I'm gonna do it. (Statement Non Opinion) ,joy,neutral
And I can't stop you. (Statement Non Opinion) ,neutral,neutral
No. (Agreement) ,neutral,neutral
"Hey Rach, have you seen Charlie anywhere? (Question) ",neutral,neutral
I'm smarter than (Statement Non Opinion) ,neutral,neutral
"Oh, hey, Gunther, check this out. (Statement Non Opinion) ",joy,neutral
"Yeah, that-that Chandler cracks me up. (Others) ",joy,joy
"Hey Ross, listen, you want anything to drink, 'cause I'm heading up there. (Statement Non Opinion) ",neutral,neutral
"Uh, yeah, I'll take a coffee. Thanks, man. (Statement Non Opinion) ",neutral,neutral
Sure. Coffee? 'Cause I'm going up there. (Others) ,joy,neutral
No. (Disagreement) ,neutral,anger
"No, thank you. (Disagreement) ",neutral,neutral
"You guys need anything, 'cause I'm heading up there. (Question) ",neutral,neutral
I'd love an ice water. (Answer) ,neutral,neutral
You got it. (Statement Non Opinion) ,neutral,neutral
"Joey, what are you doing? (Question) ",surprise,surprise
Just being friendly. (Answer) ,anger,neutral
"Joey, honey, I don't think you're supposed to go back there. (Statement Opinion) ",anger,sadness
"Nah, it's okay. Right, Gunther? (Others) ",neutral,neutral
Don't wink at me. And put on your apron. (Statement Non Opinion) ,anger,anger
"Okay, but I don't see you asking any other paying customers to put on aprons. (Statement Non Opinion) ",sadness,anger
"Joey, do you work here? (Question) ",surprise,surprise
No. (Answer) ,neutral,neutral
"Hey, waiter. (Others) ",neutral,neutral
Yeah? (Agreement) ,neutral,neutral
"You've reached Monica and Chandler's, if you're listening to this message, we're probably screening. Yeah we are. (Statement Non Opinion) ",neutral,neutral
"Hi, this is Heldi from the Morgan Chase museum. (Statement Non Opinion) ",neutral,neutral
I'm calling for Monica Geller. (Statement Non Opinion) ,neutral,neutral
"I want to let her know that there was a cancellation and if she's still interested in having the Bing-Geller wedding at our facility, it is available (Statement Non Opinion) ",neutral,joy
"This is Chandler Bing! This is Chandler Bing! Yes, the groom--No! Not the groom!! (Others) ",surprise,anger
Thank you. (Others) ,neutral,joy
Thanks. (Others) ,neutral,joy
I can't believe this! This is like the worst night ever! (Statement Opinion) ,anger,anger
Y'know Monica you had a minor setback in your relationship with Chandler. Big deal! It's only Chandler. I am (Statement Non Opinion) ,neutral,neutral
"This is crazy! I mean, it's such a stupid argument. I don't even wanna see Richard again. (Statement Opinion) ",sadness,anger
So go fix it! (Command) ,neutral,neutral
Go find Chandler! (Command) ,neutral,neutral
He's probably up in your room! (Statement Non Opinion) ,sadness,neutral
Tell him that you're sorry and that you love him. (Statement Non Opinion) ,anger,neutral
Y'know what? You're right Phoebe. You're right. Thank you! (Agreement) ,joy,joy
"Sure! Yeah! Las Vegas, number one! (Statement Non Opinion) ",joy,joy
Anybody lose this? (Question) ,neutral,neutral
Comin' out. Place your bet. Dice are out. Double or nothin'! Pay the front line! (Statement Non Opinion) ,joy,neutral
Hmm. (Backchannel) ,neutral,neutral
Do you remember where the duck food is? (Question) ,neutral,neutral
"Yeah, it's in the guys' apartment under the sink. Why? (Question) ",surprise,neutral
Because I'm going to London. (Answer) ,neutral,neutral
What?! What do you mean you're going to London? (Question) ,surprise,surprise
