Text,DS_emotion
"|1.  - Joey - Have you tried, uh, Craig's List? 2. - Fey - . Uh, what?  Craig's List?  Oh the internet thing? 3. - Joey - . Yeah. 4. - Fey - . I don't know.  Isn't that-- that's all like escort services and things like that. 5. - Joey - . No.  There's regular jobs on there. 6. - Fey - . I don't know.  I mean I've been looking for so long that I just figured that--  I mean, I think things like Monster are a lot more reliable than just some random free board. 7. - Joey - . Uh huh. 8. - Joey - . I'm just saying I have a friend that got a good job on it so I was just recommending it. 9. - Fey - . What kind of a job? 10. - Joey - . He's like a manager for a theatre. 11. - Fey - . Really? 12. - Joey - . He's like a house manager. Yeah.  It's a good job. 13. - Fey - . He just... 14. - Fey - . you know what?  I heard about that job.  I applied for that. 15. - Joey - . You did? 16. - Fey - . Yeah.  I saw a posting at the theatre. 17. - Joey - . Yeah. 18. - Fey - . He got it? 19. - Joey - . You've been looking for a job for a long time; that was a long time ago.  Right? 20. - Fey - . Yeah. 21. - Joey - . Hmm. 22. - Fey - . What did he do?  What was so great?  I don't understand why they would pick him over me. 23. - Joey - . I don't know.  He had a really good resume I guess and-- 24. - Fey - . A resume? 25. - Joey - . Yeah.  Do you have a resume? 26. - Fey - . No. 27. - Joey - . It's kind of helpful when getting a job. 28. - Fey - . I just- I mean I call people up and I tell them what I'm good at. 29. - Joey - . Well maybe we should sit down some time and you can just tell me all the stuff that you have done and I'll write it out. 30. - Fey - . Yeah. 31. - Fey - . I don't like- I don't like sending things in the mail.  I don't want my information out there. 32. - Joey - . No.  You can- or you can just bring it in person.  But they need, generally, something to see, you know, what kind of what that you've done, what kind of-- 33. - Fey - . I'm there in front of them.  I'm telling them what I'm good at. 34. - Joey - . Yeah.  But the piece of paper helps, too. 35. - Fey - . Why?  It's a piece of paper. 36. - Joey - . No.  But it has an outline, you know. 37. - Fey - . I just don't want this paper trail, you know.  I just don't want things following me around, like-. 38. - Joey - . I know.  Okay.  Well, um. Maybe-- 39. - Fey - . It's just-- You know, I've had this problem before.  You're not the first person to tell me that I need a resume but... 40. - Joey - . Yeah. 41. - Joey - . Okay, yeah.  I would imagine. 42. - Fey - . ..I just-..I just think it's kind of prejudiced and they are really discriminating against people who just aren't that way. 43. - Joey - . Well, sometimes you have to do things that you don't necessarily like to do to have a job. But the job affords you money, you won't have to be taking the bus right now. 44. - Fey - . That's baloney, that's baloney. 45. - Fey - . Please. 46. - Joey - . maybe get a car. 47. - Joey - . I just, you know, think you should try a little harder maybe. 48. - Fey - . you think that you're better than me because I don't have a car? 49. - Joey - . I didn't say that. 50. - Fey - . You know, you're riding the bus, too. 51. - Joey - . I am riding the bus, but by choice. 52. - Fey - . Why?  What choice? 53. - Joey - . To save the environment, carpool. 54. - Fey - . You're saving the environment. mmhmm 55. - Joey - . Yes.  One less car at a time. 56. - Fey - . Interesting.  That's fantastic. 57. - Joey - . Mmhmm. 58. - Joey - . You know, you don't have to take out your frustration on me, you know, just because... 59. - Fey - . I'm not frustrated. 60. - Joey - . ...you can't get a job and refuse to have a resume. 61. - Fey - . Who do you think you are? 62. - Joey - . I don't think I'm anyone. 63. - Fey - . You are so high and mighty.  I just-- 64. - Joey - . I- I-I didn't-- okay. 65. - Fey - . Oh.  I'm saving the environment. I'm riding this car because I- I want to. 66. - Joey - . What?  No. 67. - Joey - . What? Oh.  So now you're... 68. - Fey - . The bus, I'm riding the bus because I want to. 69. - Joey - . you know what?  You don't have to take your anger and your hurt out on me. 70. - Fey - . I can not-- you are not here by choice.  Nobody would ride this bus by choice. 71. - Joey - . Why not?|","Based on the dialogical act classification, here's the analysis for each sentence:"
"|1.  - Joey - Have you tried, uh, Craig's List? 2. - Fey - . Uh, what?  Craig's List?  Oh the internet thing? 3. - Joey - . Yeah. 4. - Fey - . I don't know.  Isn't that-- that's all like escort services and things like that. 5. - Joey - . No.  There's regular jobs on there. 6. - Fey - . I don't know.  I mean I've been looking for so long that I just figured that--  I mean, I think things like Monster are a lot more reliable than just some random free board. 7. - Joey - . Uh huh. 8. - Joey - . I'm just saying I have a friend that got a good job on it so I was just recommending it. 9. - Fey - . What kind of a job? 10. - Joey - . He's like a manager for a theatre. 11. - Fey - . Really? 12. - Joey - . He's like a house manager. Yeah.  It's a good job. 13. - Fey - . He just... 14. - Fey - . you know what?  I heard about that job.  I applied for that. 15. - Joey - . You did? 16. - Fey - . Yeah.  I saw a posting at the theatre. 17. - Joey - . Yeah. 18. - Fey - . He got it? 19. - Joey - . You've been looking for a job for a long time; that was a long time ago.  Right? 20. - Fey - . Yeah. 21. - Joey - . Hmm. 22. - Fey - . What did he do?  What was so great?  I don't understand why they would pick him over me. 23. - Joey - . I don't know.  He had a really good resume I guess and-- 24. - Fey - . A resume? 25. - Joey - . Yeah.  Do you have a resume? 26. - Fey - . No. 27. - Joey - . It's kind of helpful when getting a job. 28. - Fey - . I just- I mean I call people up and I tell them what I'm good at. 29. - Joey - . Well maybe we should sit down some time and you can just tell me all the stuff that you have done and I'll write it out. 30. - Fey - . Yeah. 31. - Fey - . I don't like- I don't like sending things in the mail.  I don't want my information out there. 32. - Joey - . No.  You can- or you can just bring it in person.  But they need, generally, something to see, you know, what kind of what that you've done, what kind of-- 33. - Fey - . I'm there in front of them.  I'm telling them what I'm good at. 34. - Joey - . Yeah.  But the piece of paper helps, too. 35. - Fey - . Why?  It's a piece of paper. 36. - Joey - . No.  But it has an outline, you know. 37. - Fey - . I just don't want this paper trail, you know.  I just don't want things following me around, like-. 38. - Joey - . I know.  Okay.  Well, um. Maybe-- 39. - Fey - . It's just-- You know, I've had this problem before.  You're not the first person to tell me that I need a resume but... 40. - Joey - . Yeah. 41. - Joey - . Okay, yeah.  I would imagine. 42. - Fey - . ..I just-..I just think it's kind of prejudiced and they are really discriminating against people who just aren't that way. 43. - Joey - . Well, sometimes you have to do things that you don't necessarily like to do to have a job. But the job affords you money, you won't have to be taking the bus right now. 44. - Fey - . That's baloney, that's baloney. 45. - Fey - . Please. 46. - Joey - . maybe get a car. 47. - Joey - . I just, you know, think you should try a little harder maybe. 48. - Fey - . you think that you're better than me because I don't have a car? 49. - Joey - . I didn't say that. 50. - Fey - . You know, you're riding the bus, too. 51. - Joey - . I am riding the bus, but by choice. 52. - Fey - . Why?  What choice? 53. - Joey - . To save the environment, carpool. 54. - Fey - . You're saving the environment. mmhmm 55. - Joey - . Yes.  One less car at a time. 56. - Fey - . Interesting.  That's fantastic. 57. - Joey - . Mmhmm. 58. - Joey - . You know, you don't have to take out your frustration on me, you know, just because... 59. - Fey - . I'm not frustrated. 60. - Joey - . ...you can't get a job and refuse to have a resume. 61. - Fey - . Who do you think you are? 62. - Joey - . I don't think I'm anyone. 63. - Fey - . You are so high and mighty.  I just-- 64. - Joey - . I- I-I didn't-- okay. 65. - Fey - . Oh.  I'm saving the environment. I'm riding this car because I- I want to. 66. - Joey - . What?  No. 67. - Joey - . What? Oh.  So now you're... 68. - Fey - . The bus, I'm riding the bus because I want to. 69. - Joey - . you know what?  You don't have to take your anger and your hurt out on me. 70. - Fey - . I can not-- you are not here by choice.  Nobody would ride this bus by choice. 71. - Joey - . Why not?|",
1,"**Joey - Have you tried, uh, Craig's List?**"
"|1.  - Joey - Have you tried, uh, Craig's List? 2. - Fey - . Uh, what?  Craig's List?  Oh the internet thing? 3. - Joey - . Yeah. 4. - Fey - . I don't know.  Isn't that-- that's all like escort services and things like that. 5. - Joey - . No.  There's regular jobs on there. 6. - Fey - . I don't know.  I mean I've been looking for so long that I just figured that--  I mean, I think things like Monster are a lot more reliable than just some random free board. 7. - Joey - . Uh huh. 8. - Joey - . I'm just saying I have a friend that got a good job on it so I was just recommending it. 9. - Fey - . What kind of a job? 10. - Joey - . He's like a manager for a theatre. 11. - Fey - . Really? 12. - Joey - . He's like a house manager. Yeah.  It's a good job. 13. - Fey - . He just... 14. - Fey - . you know what?  I heard about that job.  I applied for that. 15. - Joey - . You did? 16. - Fey - . Yeah.  I saw a posting at the theatre. 17. - Joey - . Yeah. 18. - Fey - . He got it? 19. - Joey - . You've been looking for a job for a long time; that was a long time ago.  Right? 20. - Fey - . Yeah. 21. - Joey - . Hmm. 22. - Fey - . What did he do?  What was so great?  I don't understand why they would pick him over me. 23. - Joey - . I don't know.  He had a really good resume I guess and-- 24. - Fey - . A resume? 25. - Joey - . Yeah.  Do you have a resume? 26. - Fey - . No. 27. - Joey - . It's kind of helpful when getting a job. 28. - Fey - . I just- I mean I call people up and I tell them what I'm good at. 29. - Joey - . Well maybe we should sit down some time and you can just tell me all the stuff that you have done and I'll write it out. 30. - Fey - . Yeah. 31. - Fey - . I don't like- I don't like sending things in the mail.  I don't want my information out there. 32. - Joey - . No.  You can- or you can just bring it in person.  But they need, generally, something to see, you know, what kind of what that you've done, what kind of-- 33. - Fey - . I'm there in front of them.  I'm telling them what I'm good at. 34. - Joey - . Yeah.  But the piece of paper helps, too. 35. - Fey - . Why?  It's a piece of paper. 36. - Joey - . No.  But it has an outline, you know. 37. - Fey - . I just don't want this paper trail, you know.  I just don't want things following me around, like-. 38. - Joey - . I know.  Okay.  Well, um. Maybe-- 39. - Fey - . It's just-- You know, I've had this problem before.  You're not the first person to tell me that I need a resume but... 40. - Joey - . Yeah. 41. - Joey - . Okay, yeah.  I would imagine. 42. - Fey - . ..I just-..I just think it's kind of prejudiced and they are really discriminating against people who just aren't that way. 43. - Joey - . Well, sometimes you have to do things that you don't necessarily like to do to have a job. But the job affords you money, you won't have to be taking the bus right now. 44. - Fey - . That's baloney, that's baloney. 45. - Fey - . Please. 46. - Joey - . maybe get a car. 47. - Joey - . I just, you know, think you should try a little harder maybe. 48. - Fey - . you think that you're better than me because I don't have a car? 49. - Joey - . I didn't say that. 50. - Fey - . You know, you're riding the bus, too. 51. - Joey - . I am riding the bus, but by choice. 52. - Fey - . Why?  What choice? 53. - Joey - . To save the environment, carpool. 54. - Fey - . You're saving the environment. mmhmm 55. - Joey - . Yes.  One less car at a time. 56. - Fey - . Interesting.  That's fantastic. 57. - Joey - . Mmhmm. 58. - Joey - . You know, you don't have to take out your frustration on me, you know, just because... 59. - Fey - . I'm not frustrated. 60. - Joey - . ...you can't get a job and refuse to have a resume. 61. - Fey - . Who do you think you are? 62. - Joey - . I don't think I'm anyone. 63. - Fey - . You are so high and mighty.  I just-- 64. - Joey - . I- I-I didn't-- okay. 65. - Fey - . Oh.  I'm saving the environment. I'm riding this car because I- I want to. 66. - Joey - . What?  No. 67. - Joey - . What? Oh.  So now you're... 68. - Fey - . The bus, I'm riding the bus because I want to. 69. - Joey - . you know what?  You don't have to take your anger and your hurt out on me. 70. - Fey - . I can not-- you are not here by choice.  Nobody would ride this bus by choice. 71. - Joey - . Why not?|",   → **Question** (seeking information)  
"|1.  - Joey - Have you tried, uh, Craig's List? 2. - Fey - . Uh, what?  Craig's List?  Oh the internet thing? 3. - Joey - . Yeah. 4. - Fey - . I don't know.  Isn't that-- that's all like escort services and things like that. 5. - Joey - . No.  There's regular jobs on there. 6. - Fey - . I don't know.  I mean I've been looking for so long that I just figured that--  I mean, I think things like Monster are a lot more reliable than just some random free board. 7. - Joey - . Uh huh. 8. - Joey - . I'm just saying I have a friend that got a good job on it so I was just recommending it. 9. - Fey - . What kind of a job? 10. - Joey - . He's like a manager for a theatre. 11. - Fey - . Really? 12. - Joey - . He's like a house manager. Yeah.  It's a good job. 13. - Fey - . He just... 14. - Fey - . you know what?  I heard about that job.  I applied for that. 15. - Joey - . You did? 16. - Fey - . Yeah.  I saw a posting at the theatre. 17. - Joey - . Yeah. 18. - Fey - . He got it? 19. - Joey - . You've been looking for a job for a long time; that was a long time ago.  Right? 20. - Fey - . Yeah. 21. - Joey - . Hmm. 22. - Fey - . What did he do?  What was so great?  I don't understand why they would pick him over me. 23. - Joey - . I don't know.  He had a really good resume I guess and-- 24. - Fey - . A resume? 25. - Joey - . Yeah.  Do you have a resume? 26. - Fey - . No. 27. - Joey - . It's kind of helpful when getting a job. 28. - Fey - . I just- I mean I call people up and I tell them what I'm good at. 29. - Joey - . Well maybe we should sit down some time and you can just tell me all the stuff that you have done and I'll write it out. 30. - Fey - . Yeah. 31. - Fey - . I don't like- I don't like sending things in the mail.  I don't want my information out there. 32. - Joey - . No.  You can- or you can just bring it in person.  But they need, generally, something to see, you know, what kind of what that you've done, what kind of-- 33. - Fey - . I'm there in front of them.  I'm telling them what I'm good at. 34. - Joey - . Yeah.  But the piece of paper helps, too. 35. - Fey - . Why?  It's a piece of paper. 36. - Joey - . No.  But it has an outline, you know. 37. - Fey - . I just don't want this paper trail, you know.  I just don't want things following me around, like-. 38. - Joey - . I know.  Okay.  Well, um. Maybe-- 39. - Fey - . It's just-- You know, I've had this problem before.  You're not the first person to tell me that I need a resume but... 40. - Joey - . Yeah. 41. - Joey - . Okay, yeah.  I would imagine. 42. - Fey - . ..I just-..I just think it's kind of prejudiced and they are really discriminating against people who just aren't that way. 43. - Joey - . Well, sometimes you have to do things that you don't necessarily like to do to have a job. But the job affords you money, you won't have to be taking the bus right now. 44. - Fey - . That's baloney, that's baloney. 45. - Fey - . Please. 46. - Joey - . maybe get a car. 47. - Joey - . I just, you know, think you should try a little harder maybe. 48. - Fey - . you think that you're better than me because I don't have a car? 49. - Joey - . I didn't say that. 50. - Fey - . You know, you're riding the bus, too. 51. - Joey - . I am riding the bus, but by choice. 52. - Fey - . Why?  What choice? 53. - Joey - . To save the environment, carpool. 54. - Fey - . You're saving the environment. mmhmm 55. - Joey - . Yes.  One less car at a time. 56. - Fey - . Interesting.  That's fantastic. 57. - Joey - . Mmhmm. 58. - Joey - . You know, you don't have to take out your frustration on me, you know, just because... 59. - Fey - . I'm not frustrated. 60. - Joey - . ...you can't get a job and refuse to have a resume. 61. - Fey - . Who do you think you are? 62. - Joey - . I don't think I'm anyone. 63. - Fey - . You are so high and mighty.  I just-- 64. - Joey - . I- I-I didn't-- okay. 65. - Fey - . Oh.  I'm saving the environment. I'm riding this car because I- I want to. 66. - Joey - . What?  No. 67. - Joey - . What? Oh.  So now you're... 68. - Fey - . The bus, I'm riding the bus because I want to. 69. - Joey - . you know what?  You don't have to take your anger and your hurt out on me. 70. - Fey - . I can not-- you are not here by choice.  Nobody would ride this bus by choice. 71. - Joey - . Why not?|",
2,"Uh, what? Craig's List? Oh the internet thing?**"
"|1.  - Joey - Have you tried, uh, Craig's List? 2. - Fey - . Uh, what?  Craig's List?  Oh the internet thing? 3. - Joey - . Yeah. 4. - Fey - . I don't know.  Isn't that-- that's all like escort services and things like that. 5. - Joey - . No.  There's regular jobs on there. 6. - Fey - . I don't know.  I mean I've been looking for so long that I just figured that--  I mean, I think things like Monster are a lot more reliable than just some random free board. 7. - Joey - . Uh huh. 8. - Joey - . I'm just saying I have a friend that got a good job on it so I was just recommending it. 9. - Fey - . What kind of a job? 10. - Joey - . He's like a manager for a theatre. 11. - Fey - . Really? 12. - Joey - . He's like a house manager. Yeah.  It's a good job. 13. - Fey - . He just... 14. - Fey - . you know what?  I heard about that job.  I applied for that. 15. - Joey - . You did? 16. - Fey - . Yeah.  I saw a posting at the theatre. 17. - Joey - . Yeah. 18. - Fey - . He got it? 19. - Joey - . You've been looking for a job for a long time; that was a long time ago.  Right? 20. - Fey - . Yeah. 21. - Joey - . Hmm. 22. - Fey - . What did he do?  What was so great?  I don't understand why they would pick him over me. 23. - Joey - . I don't know.  He had a really good resume I guess and-- 24. - Fey - . A resume? 25. - Joey - . Yeah.  Do you have a resume? 26. - Fey - . No. 27. - Joey - . It's kind of helpful when getting a job. 28. - Fey - . I just- I mean I call people up and I tell them what I'm good at. 29. - Joey - . Well maybe we should sit down some time and you can just tell me all the stuff that you have done and I'll write it out. 30. - Fey - . Yeah. 31. - Fey - . I don't like- I don't like sending things in the mail.  I don't want my information out there. 32. - Joey - . No.  You can- or you can just bring it in person.  But they need, generally, something to see, you know, what kind of what that you've done, what kind of-- 33. - Fey - . I'm there in front of them.  I'm telling them what I'm good at. 34. - Joey - . Yeah.  But the piece of paper helps, too. 35. - Fey - . Why?  It's a piece of paper. 36. - Joey - . No.  But it has an outline, you know. 37. - Fey - . I just don't want this paper trail, you know.  I just don't want things following me around, like-. 38. - Joey - . I know.  Okay.  Well, um. Maybe-- 39. - Fey - . It's just-- You know, I've had this problem before.  You're not the first person to tell me that I need a resume but... 40. - Joey - . Yeah. 41. - Joey - . Okay, yeah.  I would imagine. 42. - Fey - . ..I just-..I just think it's kind of prejudiced and they are really discriminating against people who just aren't that way. 43. - Joey - . Well, sometimes you have to do things that you don't necessarily like to do to have a job. But the job affords you money, you won't have to be taking the bus right now. 44. - Fey - . That's baloney, that's baloney. 45. - Fey - . Please. 46. - Joey - . maybe get a car. 47. - Joey - . I just, you know, think you should try a little harder maybe. 48. - Fey - . you think that you're better than me because I don't have a car? 49. - Joey - . I didn't say that. 50. - Fey - . You know, you're riding the bus, too. 51. - Joey - . I am riding the bus, but by choice. 52. - Fey - . Why?  What choice? 53. - Joey - . To save the environment, carpool. 54. - Fey - . You're saving the environment. mmhmm 55. - Joey - . Yes.  One less car at a time. 56. - Fey - . Interesting.  That's fantastic. 57. - Joey - . Mmhmm. 58. - Joey - . You know, you don't have to take out your frustration on me, you know, just because... 59. - Fey - . I'm not frustrated. 60. - Joey - . ...you can't get a job and refuse to have a resume. 61. - Fey - . Who do you think you are? 62. - Joey - . I don't think I'm anyone. 63. - Fey - . You are so high and mighty.  I just-- 64. - Joey - . I- I-I didn't-- okay. 65. - Fey - . Oh.  I'm saving the environment. I'm riding this car because I- I want to. 66. - Joey - . What?  No. 67. - Joey - . What? Oh.  So now you're... 68. - Fey - . The bus, I'm riding the bus because I want to. 69. - Joey - . you know what?  You don't have to take your anger and your hurt out on me. 70. - Fey - . I can not-- you are not here by choice.  Nobody would ride this bus by choice. 71. - Joey - . Why not?|",   → **Question** (seeking clarification/repetition)  
"|1.  - Joey - Have you tried, uh, Craig's List? 2. - Fey - . Uh, what?  Craig's List?  Oh the internet thing? 3. - Joey - . Yeah. 4. - Fey - . I don't know.  Isn't that-- that's all like escort services and things like that. 5. - Joey - . No.  There's regular jobs on there. 6. - Fey - . I don't know.  I mean I've been looking for so long that I just figured that--  I mean, I think things like Monster are a lot more reliable than just some random free board. 7. - Joey - . Uh huh. 8. - Joey - . I'm just saying I have a friend that got a good job on it so I was just recommending it. 9. - Fey - . What kind of a job? 10. - Joey - . He's like a manager for a theatre. 11. - Fey - . Really? 12. - Joey - . He's like a house manager. Yeah.  It's a good job. 13. - Fey - . He just... 14. - Fey - . you know what?  I heard about that job.  I applied for that. 15. - Joey - . You did? 16. - Fey - . Yeah.  I saw a posting at the theatre. 17. - Joey - . Yeah. 18. - Fey - . He got it? 19. - Joey - . You've been looking for a job for a long time; that was a long time ago.  Right? 20. - Fey - . Yeah. 21. - Joey - . Hmm. 22. - Fey - . What did he do?  What was so great?  I don't understand why they would pick him over me. 23. - Joey - . I don't know.  He had a really good resume I guess and-- 24. - Fey - . A resume? 25. - Joey - . Yeah.  Do you have a resume? 26. - Fey - . No. 27. - Joey - . It's kind of helpful when getting a job. 28. - Fey - . I just- I mean I call people up and I tell them what I'm good at. 29. - Joey - . Well maybe we should sit down some time and you can just tell me all the stuff that you have done and I'll write it out. 30. - Fey - . Yeah. 31. - Fey - . I don't like- I don't like sending things in the mail.  I don't want my information out there. 32. - Joey - . No.  You can- or you can just bring it in person.  But they need, generally, something to see, you know, what kind of what that you've done, what kind of-- 33. - Fey - . I'm there in front of them.  I'm telling them what I'm good at. 34. - Joey - . Yeah.  But the piece of paper helps, too. 35. - Fey - . Why?  It's a piece of paper. 36. - Joey - . No.  But it has an outline, you know. 37. - Fey - . I just don't want this paper trail, you know.  I just don't want things following me around, like-. 38. - Joey - . I know.  Okay.  Well, um. Maybe-- 39. - Fey - . It's just-- You know, I've had this problem before.  You're not the first person to tell me that I need a resume but... 40. - Joey - . Yeah. 41. - Joey - . Okay, yeah.  I would imagine. 42. - Fey - . ..I just-..I just think it's kind of prejudiced and they are really discriminating against people who just aren't that way. 43. - Joey - . Well, sometimes you have to do things that you don't necessarily like to do to have a job. But the job affords you money, you won't have to be taking the bus right now. 44. - Fey - . That's baloney, that's baloney. 45. - Fey - . Please. 46. - Joey - . maybe get a car. 47. - Joey - . I just, you know, think you should try a little harder maybe. 48. - Fey - . you think that you're better than me because I don't have a car? 49. - Joey - . I didn't say that. 50. - Fey - . You know, you're riding the bus, too. 51. - Joey - . I am riding the bus, but by choice. 52. - Fey - . Why?  What choice? 53. - Joey - . To save the environment, carpool. 54. - Fey - . You're saving the environment. mmhmm 55. - Joey - . Yes.  One less car at a time. 56. - Fey - . Interesting.  That's fantastic. 57. - Joey - . Mmhmm. 58. - Joey - . You know, you don't have to take out your frustration on me, you know, just because... 59. - Fey - . I'm not frustrated. 60. - Joey - . ...you can't get a job and refuse to have a resume. 61. - Fey - . Who do you think you are? 62. - Joey - . I don't think I'm anyone. 63. - Fey - . You are so high and mighty.  I just-- 64. - Joey - . I- I-I didn't-- okay. 65. - Fey - . Oh.  I'm saving the environment. I'm riding this car because I- I want to. 66. - Joey - . What?  No. 67. - Joey - . What? Oh.  So now you're... 68. - Fey - . The bus, I'm riding the bus because I want to. 69. - Joey - . you know what?  You don't have to take your anger and your hurt out on me. 70. - Fey - . I can not-- you are not here by choice.  Nobody would ride this bus by choice. 71. - Joey - . Why not?|",
3,**
"|1.  - Joey - Have you tried, uh, Craig's List? 2. - Fey - . Uh, what?  Craig's List?  Oh the internet thing? 3. - Joey - . Yeah. 4. - Fey - . I don't know.  Isn't that-- that's all like escort services and things like that. 5. - Joey - . No.  There's regular jobs on there. 6. - Fey - . I don't know.  I mean I've been looking for so long that I just figured that--  I mean, I think things like Monster are a lot more reliable than just some random free board. 7. - Joey - . Uh huh. 8. - Joey - . I'm just saying I have a friend that got a good job on it so I was just recommending it. 9. - Fey - . What kind of a job? 10. - Joey - . He's like a manager for a theatre. 11. - Fey - . Really? 12. - Joey - . He's like a house manager. Yeah.  It's a good job. 13. - Fey - . He just... 14. - Fey - . you know what?  I heard about that job.  I applied for that. 15. - Joey - . You did? 16. - Fey - . Yeah.  I saw a posting at the theatre. 17. - Joey - . Yeah. 18. - Fey - . He got it? 19. - Joey - . You've been looking for a job for a long time; that was a long time ago.  Right? 20. - Fey - . Yeah. 21. - Joey - . Hmm. 22. - Fey - . What did he do?  What was so great?  I don't understand why they would pick him over me. 23. - Joey - . I don't know.  He had a really good resume I guess and-- 24. - Fey - . A resume? 25. - Joey - . Yeah.  Do you have a resume? 26. - Fey - . No. 27. - Joey - . It's kind of helpful when getting a job. 28. - Fey - . I just- I mean I call people up and I tell them what I'm good at. 29. - Joey - . Well maybe we should sit down some time and you can just tell me all the stuff that you have done and I'll write it out. 30. - Fey - . Yeah. 31. - Fey - . I don't like- I don't like sending things in the mail.  I don't want my information out there. 32. - Joey - . No.  You can- or you can just bring it in person.  But they need, generally, something to see, you know, what kind of what that you've done, what kind of-- 33. - Fey - . I'm there in front of them.  I'm telling them what I'm good at. 34. - Joey - . Yeah.  But the piece of paper helps, too. 35. - Fey - . Why?  It's a piece of paper. 36. - Joey - . No.  But it has an outline, you know. 37. - Fey - . I just don't want this paper trail, you know.  I just don't want things following me around, like-. 38. - Joey - . I know.  Okay.  Well, um. Maybe-- 39. - Fey - . It's just-- You know, I've had this problem before.  You're not the first person to tell me that I need a resume but... 40. - Joey - . Yeah. 41. - Joey - . Okay, yeah.  I would imagine. 42. - Fey - . ..I just-..I just think it's kind of prejudiced and they are really discriminating against people who just aren't that way. 43. - Joey - . Well, sometimes you have to do things that you don't necessarily like to do to have a job. But the job affords you money, you won't have to be taking the bus right now. 44. - Fey - . That's baloney, that's baloney. 45. - Fey - . Please. 46. - Joey - . maybe get a car. 47. - Joey - . I just, you know, think you should try a little harder maybe. 48. - Fey - . you think that you're better than me because I don't have a car? 49. - Joey - . I didn't say that. 50. - Fey - . You know, you're riding the bus, too. 51. - Joey - . I am riding the bus, but by choice. 52. - Fey - . Why?  What choice? 53. - Joey - . To save the environment, carpool. 54. - Fey - . You're saving the environment. mmhmm 55. - Joey - . Yes.  One less car at a time. 56. - Fey - . Interesting.  That's fantastic. 57. - Joey - . Mmhmm. 58. - Joey - . You know, you don't have to take out your frustration on me, you know, just because... 59. - Fey - . I'm not frustrated. 60. - Joey - . ...you can't get a job and refuse to have a resume. 61. - Fey - . Who do you think you are? 62. - Joey - . I don't think I'm anyone. 63. - Fey - . You are so high and mighty.  I just-- 64. - Joey - . I- I-I didn't-- okay. 65. - Fey - . Oh.  I'm saving the environment. I'm riding this car because I- I want to. 66. - Joey - . What?  No. 67. - Joey - . What? Oh.  So now you're... 68. - Fey - . The bus, I'm riding the bus because I want to. 69. - Joey - . you know what?  You don't have to take your anger and your hurt out on me. 70. - Fey - . I can not-- you are not here by choice.  Nobody would ride this bus by choice. 71. - Joey - . Why not?|",   → **Backchannel** (minimal response acknowledging Fey's query)  
