Text, DeepSeek-v3
4,neutral
5,neutral
6,neutral
7,neutral
8,neutral
1,neutral
2,joy
3,neutral
4,neutral
5,neutral
6,neutral
7,surprised
8,neutral
9,anger
10,neutral
11,joy
12,neutral
13,neutral
14,joy
1,surprised
2,neutral
3,neutral
4,surprised
5,neutral
6,neutral
7,neutral
8,neutral
9,neutral
10,anger
11,fear
"|1. - Phoebe - Um, that's it. 2.- Phoebe - . No. 3.- Phoebe - . Crew guy. 4.- Phoebe - . Yeah. 5.- Phoebe - . Why have you been following me? 6.- Phoebe - . I mean, all week long everywhere I look there's you. 7.- Guy - . You wouldn't return my calls, you sent back my letters.... 8.- Phoebe - . What? 9.- Guy - . One more chance Ursula, please? 10.- Joey - . Okay.|","[[""neutral"",1],[""neutral"",2],[""neutral"",3],[""neutral"",4],[""anger"",5],[""anger"",6],[""sadness"",7],[""surprised"",8],[""sadness"",9],[""neutral"",10]]"
"|1. - Phoebe - Okay, and then this is the coffee house. This is where I play my music. 2.- Vince - . Good deal.|","[""neutral"", ""neutral""]"
1,neutral
2,neutral
3,joy
4,joy
5,neutral
6,neutral
7,neutral
8,sadness
9,neutral
10,neutral
11,surprised
12,neutral
"|1. - Phoebe - Hello, tiny embryos. 2.- Phoebe - . Well, I'm-I'm Phoebe Buffay, hi! 3.- Phoebe - . I'm-I'm-I'm hoping to be your uterus for the next nine months. 4.- Phoebe - . You should know, that we're doing this for Frank and Alice, who you know, you've been there! 5.- Phoebe - . Umm, y'know they want you so much, so when you guys get in there, really grab on. 6.- Phoebe - . Okay, and-and I promise that I'll keep you safe and warm until you're ready to have them take you home, so... Oh! 7.- Phoebe - . And also, umm next time you see me, I'm screaming, don't worry, that's what's supposed to happen. 8.- Dr. Zane - . Ready? 9.- Phoebe - . Uh-huh. Good luck.|","[[""joy"", ""joy"", ""joy"", ""joy"", ""joy"", ""joy"", ""joy"", ""neutral"", ""joy""]]"
"|1. - Ross - Then we have to await the data from recent MRI scans and DNA testing which call into question information gathered from years of simple carbon dating. 2.- Rachel - . Look at that woman sitting by the pool getting tan... so leathery and wrinkled, I'm so|","[[""neutral"", ""neutral""], [""neutral"", ""disgust""]]"
|1. - Man - I'm not your brother. 2.- Phoebe/Waitress - . What about my children Drake?! Huh!? No!! No!! No! God!|,"[""neutral"", ""anger""]"
|1. - Nurse - Why don't we try massaging the breast to stimulate the flow. 2.- Joey - . Are you kidding me?! 3.- Rachel - . It's just so frustrating! Why doesn't she want my breast?! 4.- Joey - . I don't know! Maybe she's crazy!|,"[""neutral"", ""surprised"", ""sadness"", ""anger""]"
1,neutral
2,neutral
3,neutral
4,joy
5,neutral
6,neutral
7,neutral
8,neutral
9,neutral
10,sadness
11,neutral
"|1. - Monica - Oh no it's not, no it's not. It's a first date. I'm 2.- Chandler - . Ho-oh, he's gonna get some! 3.- Chandler - . Of the glare from the streetlight out of his apartment. 4.- Chandler - . Y'know so umm, he's closed the drapes there so he can have a nice, pleasant conversation with your little sister. 5.- Chandler - . Well, I'm off to bed!|","[""sadness"", ""joy"", ""neutral"", ""neutral"", ""neutral""]"
1,joy
2,neutral
3,joy
4,neutral
5,neutral
6,neutral
7,neutral
8,neutral
9,neutral
10,anger
1,surprised
2,joy
3,sadness
4,neutral
5,neutral
6,neutral
7,joy
8,joy
9,joy
10,neutral
11,sadness
12,joy
13,sadness
14,fear
15,neutral
16,neutral
17,joy
18,surprised
19,joy
20,joy
21,joy
22,joy
23,neutral
1,neutral
2,neutral
3,neutral
4,joy
5,surprised
6,neutral
7,sadness
8,neutral
9,anger
10,neutral
11,neutral
12,sadness
13,sadness
14,sadness
15,anger
16,sadness
17,sadness
18,sadness
19,sadness
20,joy
21,surprised
1,joy
2,neutral
3,neutral
4,neutral
5,neutral
6,neutral
7,joy
8,joy
9,joy
10,joy
11,joy
1,anger
2,anger
3,anger
4,fear
5,fear
6,anger
7,sadness
8,sadness
9,neutral
10,neutral
11,anger
1,surprised
2,neutral
3,neutral
4,neutral
5,neutral
6,neutral
7,anger
8,fear
9,anger
1,sadness
2,surprised
3,neutral
4,neutral
5,surprised
6,neutral
7,neutral
8,neutral
9,neutral
10,neutral
11,joy
12,joy
13,fear
14,neutral
15,fear
16,neutral
17,neutral
18,joy
19,neutral
20,neutral
21,neutral
1,neutral
2,neutral
3,neutral
4,surprised
5,neutral
6,surprised
7,neutral
8,neutral
9,joy
10,neutral
11,sadness
12,sadness
13,sadness
14,sadness
1,sadness
2,neutral
3,neutral
4,surprised
5,sadness
6,sadness
7,surprised
[1,anger]
"|1. - Ross - You're gonna love me so much. I got Sting tickets!! 2.- Phoebe - . Oh my God! I do love you! How did you do it?! 3.- Ross - . Well...let's just say 4.- Phoebe - . Oo, where are the seats? 5.- Ross - . Uh, middle balcony.|","[""joy"", ""joy"", ""neutral"", ""surprised"", ""neutral""]"
1,anger
2,fear
3,neutral
4,joy
5,joy
6,joy
7,disgust
1,surprised
2,neutral
3,neutral
4,anger
5,sadness
6,disgust
7,disgust
8,anger
9,anger
10,sadness
1,joy
2,surprised
3,neutral
4,joy
5,surprised
6,fear
7,sadness
8,neutral
1,surprised
2,surprised
3,sadness
4,joy
5,neutral
6,neutral
7,neutral
8,neutral
9,surprised
10,joy
11,surprised
12,neutral
13,sadness
14,neutral
15,surprised
16,fear
17,neutral
18,neutral
|1. - Rachel - Thank you. 2.- Joey - . If I can't have it you can't have it!|,"[""neutral"", ""anger""]"
1,anger
2,neutral
3,neutral
4,surprised
5,neutral
6,neutral
7,joy
8,joy
1,joy
2,joy
3,joy
4,joy
5,joy
6,joy
7,joy
8,neutral
9,neutral
10,surprised
11,joy
12,joy
13,neutral
14,neutral
15,joy
16,neutral
1,surprised
2,joy
3,joy
4,fear
5,fear
6,fear
7,neutral
8,neutral
9,joy
10,disgust
11,neutral
12,neutral
13,neutral
14,neutral
15,neutral
16,neutral
17,joy
18,neutral
1,fear
2,neutral
3,neutral
4,joy
5,neutral
6,joy
7,neutral
8,neutral
9,neutral
10,fear
11,surprised
1,neutral
2,joy
3,neutral
4,neutral
5,neutral
6,joy
7,joy
8,joy
9,neutral
10,neutral
11,joy
12,joy
13,neutral
14,neutral
1,neutral
2,surprised
3,neutral
4,anger
5,neutral
6,anger
7,neutral
8,neutral
9,surprised
10,neutral
11,neutral
1,neutral
2,fear
3,anger
4,neutral
5,anger
1,neutral
2,fear
3,joy
4,sadness
"|1. - Monica - I mean, I realize that his feelings may never completely go away, but 2.- Janice - . Oh?my Gawd, I-I understand. 3.- Janice - . I-I am so sorry, I'll go. 4.- Janice - . Good-bye Monica , I wish you a lifetime of happiness with him. 5.- Janice - . Chandler, you call me when this goes in the pooper.|","[""sadness"", ""surprised"", ""sadness"", ""sadness"", ""neutral""]"
1,joy
2,surprised
3,disgust
4,surprised
5,neutral
6,sadness
7,neutral
8,anger
9,neutral
10,neutral
11,joy
12,surprised
13,sadness
14,neutral
15,joy
1,anger
2,anger
3,anger
4,neutral
5,neutral
6,neutral
7,sadness
8,neutral
1,anger
2,neutral
3,joy
4,neutral
5,neutral
6,anger
7,neutral
8,neutral
9,neutral
10,fear
11,neutral
12,neutral
13,neutral
14,neutral
15,surprised
16,neutral
17,neutral
18,anger
19,joy
1,joy
2,neutral
3,neutral
4,joy
5,surprised
6,joy
7,neutral
8,joy
9,joy
10,joy
11,surprised
12,neutral
13,neutral
14,joy
15,joy
16,joy
17,joy
18,neutral
19,fear
20,surprised
21,fear
22,joy
"|1. - Elizabeth - Oh please! It was such a big class! You never even noticed me! 2.- Ross - . What? Of course I did! You uh, you sat next to Sleepy Sleeperson. 3.- Elizabeth - . Who? 4.- Ross - . Oh uh, I had trouble remembering everyone's name, so I-I kinda came up with nicknames. 5.- Ross - . Like the guy on the other side of you was Smelly von Brownshirt. 6.- Elizabeth - . Oh yeah. So umm, did you have a nickname for me? 7.- Ross - . Umm, no. No. 8.- Elizabeth - . Yes you did! What was it? 9.- Ross - . Umm, it's Cutie McPretty. 10.- Elizabeth - . Ohh that's so sweet! 11.- Ross - . Listen, I gotta tell ya, I-I'm having a great time! 12.- Ross - . Y'know how before you said it might be weird, the whole student teacher thing, and to be frank I thought it would be too, but it's not. 13.- Ross - . I mean it's not at all. 14.- Burt - . Dr. Geller! 15.- Ross - . Burt!|","[""anger"", ""surprised"", ""neutral"", ""neutral"", ""neutral"", ""neutral"", ""neutral"", ""anger"", ""neutral"", ""joy"", ""joy"", ""joy"", ""joy"", ""neutral"", ""neutral""]"
1,neutral
2,neutral
3,neutral
4,surprised
5,neutral
6,neutral
7,neutral
8,sadness
9,neutral
1,neutral
2,neutral
3,joy
4,disgust
5,neutral
6,anger
7,joy
8,neutral
9,fear
10,neutral
11,sadness
12,neutral
13,joy
14,neutral
15,neutral
"|1. - Monica - Hey guys check it out! My mom sent me the paper! 2.- Phoebe - . Ooh, let's see it!|","[""joy"", ""surprised""]"
"|1. - Joey - She's not crazy is she? 2.- Monica - . No. 3.- Joey - . So uh, how you doin'?|","[""neutral"", ""neutral"", ""joy""]"
1,joy
2,joy
3,neutral
4,joy
5,sadness
1,surprised
2,neutral
3,neutral
4,joy
5,neutral
6,fear
7,neutral
8,neutral
9,joy
10,joy
11,joy
12,fear
13,joy
14,joy
1,anger
2,neutral
3,disgust
4,sadness
5,disgust
6,surprised
7,anger
8,neutral
9,sadness
10,neutral
11,sadness
12,neutral
13,sadness
14,anger
15,anger
16,anger
"|1. - Phoebe - Cause it's good money! But that doesn't change the fact that this is an evil blood sucking corporate machine! 2.- Receptionist - . Well, I think this is a great place to work! 3.- Phoebe - . Ok, are they listening?|","[""anger"", ""joy"", ""neutral""]"
"|1. - Chandler - Varrrrrroom! 2.- Chandler - . Hey! 3.- Chandler - . Watch it lady! 4.- Chandler - . Varrrrrrrrrrom! 5.- Chandler - . Hey-hey good lookin'! 6.- Chandler - . Varrrrrrrrroom. 7.- Chandler - . All right, I'll leave. 8.- Chandler - . My bed's so boring.|","[[""anger"", 1], [""neutral"", 2], [""anger"", 3], [""neutral"", 4], [""joy"", 5], [""neutral"", 6], [""sadness"", 7], [""sadness"", 8]]"
1,joy
2,joy
3,neutral
4,anger
5,neutral
6,anger
7,sadness
8,anger
1,surprised
2,neutral
3,neutral
4,joy
5,neutral
6,joy
7,neutral
8,neutral
9,neutral
10,neutral
11,joy
12,neutral
13,neutral
14,sadness
15,joy
16,joy
1,anger
2,neutral
3,anger
4,fear
5,disgust
6,disgust
7,neutral
1,surprised
2,neutral
3,neutral
4,neutral
5,neutral
6,joy
7,neutral
8,joy
9,joy
10,joy
11,neutral
12,neutral
13,neutral
14,neutral
15,surprised
16,neutral
1,sadness
2,neutral
3,disgust
4,anger
5,neutral
6,neutral
7,neutral
8,anger
9,fear
10,anger
11,joy
12,sadness
1,neutral
2,neutral
3,neutral
4,neutral
5,neutral
6,neutral
7,joy
8,surprised
9,neutral
10,joy
11,joy
12,neutral
13,neutral
1,neutral
2,joy
3,neutral
4,surprised
5,neutral
6,anger
7,neutral
8,neutral
9,anger
10,neutral
11,surprised
12,neutral
13,anger
14,anger
15,disgust
16,disgust
17,disgust
18,disgust
1,surprised
2,joy
3,neutral
4,neutral
5,fear
6,neutral
7,fear
8,neutral
9,neutral
10,neutral
11,surprised
12,neutral
13,joy
14,neutral
15,neutral
16,neutral
1,sadness
2,neutral
3,neutral
4,neutral
5,joy
6,neutral
7,anger
8,sadness
9,surprised
10,anger
11,sadness
12,neutral
13,surprised
14,neutral
15,sadness
16,neutral
17,sadness
18,neutral
19,joy
20,neutral
21,joy
22,joy
23,joy
1,neutral
2,joy
3,neutral
4,neutral
5,sadness
6,anger
7,neutral
8,neutral
9,joy
10,neutral
11,surprised
1,surprise
2,neutral
3,neutral
4,neutral
5,neutral
6,sadness
7,surprise
8,sadness
9,joy
10,anger
11,neutral
12,joy
13,neutral
14,neutral
15,neutral
1,neutral
2,neutral
3,neutral
4,neutral
5,neutral
6,sadness
7,sadness
8,joy
9,joy
10,sadness
11,neutral
12,fear
13,joy
14,joy
15,neutral
16,neutral
17,surprised
18,surprised
19,neutral
20,neutral
21,fear
1,neutral
2,joy
3,neutral
4,joy
5,neutral
6,surprised
7,neutral
8,fear
9,neutral
10,joy
11,joy
12,joy
"|1. - Phoebe - Yeah. You won't be able to take it. 2.- Chandler - . So uh, now that little Chandler turned out to be a girl, what are they gonna name her? 3.- Phoebe - . They're gonna call her Chandler. 4.- Chandler - . That's kind of a masculine name, don't you think? 5.- Phoebe - . Works on you.|","[""neutral"", ""neutral"", ""neutral"", ""neutral"", ""neutral""]"
"|1. - Ross - Oh, that is so sweet. 2.- Ross - . No, no, ok, you hang up. 3.- Ross - . Ok, ok, one, two, three. 4.- Ross - . Well you didn't hang up either. 5.- Rachel - . She didn't hang up either... 6.- Ross - . Ok, no, no, you hang up. You, you, y--|","[""joy"", ""neutral"", ""neutral"", ""neutral"", ""neutral"", ""neutral""]"
1,neutral
2,joy
3,neutral
4,surprised
5,fear
6,anger
7,sadness
8,anger
9,sadness
10,disgust
11,sadness
12,surprised
1,joy
2,surprised
3,joy
4,neutral
5,joy
6,neutral
7,joy
8,neutral
9,joy
10,neutral
11,anger
12,neutral
"|1. - Monica - That really was some of your best work. 2.- Chandler - . Hm-hmm, I told you! I can't believe that I've only got two hours before I call in sick for work. 3.- Monica - . I have to be up in seven minutes. 4.- Chandler - . Well, you're not gonna believe this, but if you have seven minutes 5.- Monica - . Really?! 6.- Chandler - . Do you wanna? 7.- Monica - . Okay! You get the vacuum cleaner and I'll get the furniture polish!|","[[""joy"", ""joy"", ""neutral"", ""neutral"", ""surprised"", ""neutral"", ""joy""]]"
1,neutral
2,surprised
3,neutral
4,neutral
5,neutral
6,joy
7,neutral
8,neutral
9,neutral
10,joy
11,joy
12,neutral
13,neutral
14,neutral
15,neutral
16,neutral
17,neutral
18,neutral
19,joy
20,neutral
21,neutral
1,neutral
2,neutral
3,sadness
4,sadness
5,joy
6,sadness
7,anger
8,anger
9,sadness
1,neutral
2,disgust
3,sadness
4,anger
5,sadness
6,neutral
7,neutral
8,surprised
9,neutral
10,anger
11,surprised
12,neutral
13,disgust
14,joy
15,fear
1,anger
2,fear
3,anger
4,anger
5,neutral
6,fear
"|1. - Joey - Everything on your application looks really good--Ohh! 2.- Joey - . Just one last question umm, are you and your friends gonna be over here all the time like partying and hanging out? 3.- The Potential Roommate - . Oh don't worry, I'm not really a party girl. 4.- Joey - . Whoa!! Now look, don't be just blurtin' stuff out. I want you to really think about your answers. Okay? 5.- Chandler - . You can call off the roommate search! Hi! I'll be living here. 6.- Joey - . Oh don't listen to him, he's just some guy who really wants the apartment, but I don't think he's gonna get it. 7.- Chandler - . Why did you take the shower curtain down? 8.- Joey - . That thing was a hazard! I'm very safety conscious.|","[[""surprised""], [""neutral""], [""neutral""], [""surprised""], [""joy""], [""neutral""], [""neutral""], [""neutral""]]"
1,neutral
2,neutral
3,sadness
4,surprised
5,sadness
1,anger
2,sadness
3,neutral
4,neutral
5,neutral
6,neutral
7,neutral
8,neutral
9,neutral
10,neutral
11,neutral
12,disgust
1,neutral
2,anger
3,neutral
4,neutral
5,joy
6,neutral
7,neutral
8,neutral
9,neutral
10,neutral
11,surprised
12,neutral
13,neutral
14,sadness
1,surprised
2,neutral
3,neutral
4,neutral
1,disgust
2,neutral
3,disgust
4,neutral
5,neutral
6,neutral
7,neutral
8,neutral
9,neutral
10,surprised
11,sadness
12,surprised
13,neutral
14,surprised
15,neutral
16,neutral
1,neutral
2,sadness
3,neutral
4,neutral
5,surprised
6,neutral
7,neutral
8,neutral
9,anger
10,neutral
11,neutral
12,disgust
13,neutral
14,surprised
15,disgust
16,joy
17,joy
18,joy
19,neutral
1,neutral
2,anger
3,disgust
4,neutral
1,neutral
2,neutral
3,neutral
4,joy
5,joy
6,neutral
7,neutral
8,surprised
"|1. - Rachel - So now, these are all the tuxedos that we make and if there's anything that you like, we can make you a deal. 2.- Rachel - . Anything at all. 3.- Rachel - . But these are the three that Monica pre-approved. 4.- Chandler - . Well, thanks a lot for hookin' me up Rach. I want you to know that I want you to attend our wedding as my guest. 5.- Rachel - . I'm Monica's maid of honor. Okay? Don't try to blue pin me!|","[""neutral"", ""neutral"", ""neutral"", ""joy"", ""anger""]"
1,neutral
2,anger
3,neutral
4,anger
5,disgust
6,neutral
7,neutral
1,anger
2,neutral
3,anger
4,fear
5,joy
6,fear
7,sadness
8,joy
9,fear
10,neutral
11,sadness
1,neutral
2,anger
3,fear
4,joy
5,neutral
6,joy
7,neutral
8,anger
"|1. - Cecilia - Y'know what? It doesn't matter! Because it is not true! 2.- Joey - . Okay. 3.- Cecilia - . And if it were true, how 4.- Joey - . Ms. Monroe... Oh there you go.|","[""anger"", ""neutral"", ""anger"", ""neutral""]"
1,joy
2,disgust
3,neutral
4,neutral
5,neutral
6,fear
7,neutral
8,neutral
9,sadness
10,neutral
11,neutral
12,neutral
13,neutral
14,joy
15,neutral
16,sadness
17,anger
18,neutral
"|1. - Joey - This is what I've got going for the party so far, liquor wise. Get a lot of liquor. 2.- Ross - . Great. Great. 3.- Joey - . Okay, now uh, in terms of the invite list, I've got you, me, and Chandler and I'm gonna invite Gunther 'cause, well, we've been talking about this pretty loud. 4.- Gunther - . I'll be there. 5.- Joey - . Listen, I know this is your party, but I'd really like to the number of museum geeks that are gonna be there. 6.- Ross - . Yeah. Tell ya what, let's not invite any of the anthropologists, only the dinosaur dudes! 7.- Joey - . Okay! We'll need a six-pack of 8.- Chandler - . Hey guys, what are you doing?|","[""neutral"", ""neutral"", ""neutral"", ""neutral"", ""neutral"", ""joy"", ""neutral"", ""neutral""]"
1,neutral
2,anger
3,neutral
4,neutral
5,neutral
6,neutral
7,neutral
8,neutral
9,neutral
10,neutral
11,sadness
1,disgust
2,anger
3,neutral
4,anger
5,neutral
6,anger
7,neutral
8,joy
9,neutral
10,neutral
1,neutral
2,neutral
3,joy
4,neutral
5,surprised
6,sadness
1,neutral
2,neutral
3,surprised
4,sadness
5,neutral
6,anger
7,anger
8,fear
9,anger
10,sadness
11,sadness
12,anger
13,neutral
14,neutral
15,neutral
16,neutral
1,neutral
2,joy
3,neutral
4,joy
5,neutral
6,surprised
7,neutral
8,neutral
9,anger
10,neutral
11,anger
"|1. - Chandler - Are you kidding me?! Joey. Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey!! 2.- Joey - . Joey. Joey. Joey. Joey! Joey!! 3.- Chandler - . Oh. Oh, did-did-did I wake you?|","[""anger"", ""neutral"", ""surprised""]"
1,surprised
2,fear
3,joy
4,joy
5,joy
1,neutral
2,neutral
3,neutral
4,joy
1,neutral
2,neutral
3,neutral
4,surprised
5,neutral
6,neutral
7,neutral
8,neutral
9,neutral
10,neutral
11,neutral
12,neutral
13,neutral
14,neutral
15,neutral
16,neutral
1,neutral
2,joy
3,joy
4,surprised
5,neutral
6,sadness
7,neutral
8,surprised
9,joy
10,surprised
11,neutral
12,anger
13,neutral
14,neutral
15,neutral
16,surprised
17,neutral
18,surprised
"|1. - Chandler - Can you people not see me?! 2.- Rachel - . So, will you talk to him? 3.- Joey - . I don't know Rach. 4.- Rachel - . Oh, come on! I'll give you ten free 5.- Joey - . One! No ten! You said ten! You can't take that back!|","[""anger"", ""neutral"", ""neutral"", ""joy"", ""surprised""]"
1,neutral
2,neutral
3,neutral
4,joy
5,neutral
6,neutral
7,neutral
8,joy
9,neutral
10,neutral
11,neutral
12,joy
13,neutral
14,surprised
15,neutral
16,joy
17,neutral
18,neutral
19,neutral
20,neutral
21,neutral
1,neutral
2,neutral
3,neutral
4,surprised
5,neutral
6,neutral
7,surprised
8,fear
9,fear
10,neutral
11,sadness
12,neutral
13,neutral
14,sadness
1,anger
2,fear
3,anger
4,neutral
5,disgust
6,neutral
7,joy
8,neutral
9,surprised
10,neutral
11,joy
12,neutral
13,neutral
14,neutral
15,joy
16,neutral
17,surprised
18,anger
19,joy
20,neutral
1,surprised
2,neutral
3,neutral
4,neutral
5,neutral
6,surprised
1,neutral
2,neutral
3,neutral
4,neutral
5,surprised
1,surprised
2,joy
3,surprised
4,surprised
5,joy
6,sadness
7,joy
1,neutral
2,neutral
3,surprised
4,neutral
5,joy
6,neutral
7,surprised
8,neutral
9,neutral
10,neutral
11,joy
12,surprised
13,neutral
14,neutral
15,joy
16,joy
17,neutral
1,neutral
2,neutral
3,sadness
4,joy
5,neutral
6,fear
7,neutral
8,neutral
9,neutral
10,neutral
11,joy
12,neutral
13,neutral
14,joy
15,neutral
16,joy
17,joy
18,joy
1,sadness
2,joy
3,surprised
4,fear
5,neutral
6,neutral
7,anger
8,fear
9,anger
10,anger
11,neutral
"|1. - Chandler - Luckily, the guy she settled for can't hear what you're talking about. 2.- Phoebe - . Oh, I'm so sorry. 3.- Phoebe - . Um, and maybe I'm wrong! 4.- Phoebe - . I but--y'know I'm gonna go out with him again, I'll find out more. 5.- Chandler - . You believe that this guy is destined for someone else and you're still gonna date him? 6.- Phoebe - . Well, he may not be my soul mate, but a girl's gotta eat.|","[""neutral"", ""sadness"", ""fear"", ""neutral"", ""surprised"", ""neutral""]"
1,joy
2,sadness
3,disgust
4,neutral
5,neutral
6,neutral
7,neutral
8,sadness
9,neutral
10,surprised
11,sadness
1,surprised
2,joy
3,neutral
4,neutral
5,disgust
|1. - Phoebe - Oh. 2.- Monica - . Y'know those are a delicacy in India. 3.- Phoebe - . Ah-ha! Too cocky!|,"[""neutral"", ""neutral"", ""surprised""]"
1,neutral
2,neutral
3,sadness
4,neutral
5,joy
6,neutral
7,neutral
8,joy
9,surprised
10,neutral
11,fear
12,fear
13,anger
14,sadness
15,sadness
16,neutral
1,neutral
2,neutral
3,neutral
4,surprised
5,neutral
6,neutral
7,neutral
8,neutral
9,neutral
10,anger
11,fear
12,anger
13,fear
14,anger
15,sadness
16,surprised
17,sadness
18,anger
1,neutral
2,joy
3,anger
4,neutral
5,neutral
6,sadness
7,neutral
8,neutral
9,neutral
10,joy
11,anger
12,joy
13,joy
14,joy
15,joy
16,joy
17,joy
|1. - Rachel - Well you have to because maybe it's stupid. 2.- Chandler - . Well it's just while Monica and I were dancing to them it was...the first time I knew that...you were the woman I wanted to dance all my dances with. 3.- Monica - . Oh crap!|,"[""neutral"", ""joy"", ""surprised""]"
"|1. - Monica - All right. 2.- Monica - . The super couldn't figure out what it did. 3.- Monica - . A $200 an hour electrician couldn't figure out what it did. 4.- Monica - . I've had seven pretty serious shocks. 5.- Monica - . I officially give up. 6.- Rachel - . Thank God. 7.- Monica - . I guess Joey was right, it does nothing. 8.- Phoebe - . See? I'm doing it. I am totally doing it. I lost it.|","[[""neutral"", 1], [""neutral"", 2], [""neutral"", 3], [""fear"", 4], [""sadness"", 5], [""joy"", 6], [""sadness"", 7], [""surprised"", 8]]"
1,neutral
2,sadness
3,sadness
4,surprised
5,joy
6,neutral
7,neutral
8,neutral
9,anger
10,neutral
11,neutral
12,joy
13,joy
14,joy
15,joy
16,anger
17,joy
1,joy
2,neutral
3,joy
4,neutral
5,surprised
6,sadness
1,surprised
2,anger
3,neutral
4,anger
5,disgust
6,anger
7,surprised
8,joy
9,fear
10,anger
11,neutral
12,anger
13,fear
14,joy
1,fear
2,surprised
3,neutral
4,neutral
5,joy
6,neutral
7,neutral
8,anger
9,neutral
10,neutral
11,neutral
12,neutral
13,neutral
14,anger
15,anger
16,anger
17,fear
1,surprised
2,neutral
3,neutral
4,neutral
5,neutral
6,neutral
7,anger
8,neutral
9,neutral
1,neutral
2,neutral
3,joy
4,surprised
5,neutral
6,joy
7,joy
8,joy
9,joy
10,neutral
11,neutral
12,neutral
13,neutral
14,joy
15,joy
1,joy
2,disgust
3,anger
4,neutral
5,neutral
6,sadness
1,surprised
2,anger
3,disgust
4,fear
5,anger
6,neutral
7,sadness
8,neutral
1,anger
2,neutral
3,anger
4,disgust
5,neutral
6,fear
7,sadness
8,neutral
9,joy
10,surprised
11,joy
12,fear
13,joy
14,neutral
15,neutral
1,joy
2,neutral
3,neutral
1,neutral
2,neutral
3,neutral
4,fear
5,disgust
6,neutral
7,neutral
8,sadness
9,neutral
10,sadness
1,neutral
2,neutral
3,neutral
4,joy
5,neutral
6,sadness
7,neutral
8,neutral
9,surprised
10,neutral
11,joy
12,fear
13,fear
14,neutral
1,neutral
2,joy
3,joy
4,neutral
5,surprised
6,joy
1,neutral
2,fear
3,neutral
4,neutral
5,surprised
6,sadness
7,sadness
8,anger
9,anger
10,anger
11,joy
12,sadness
13,joy
|1. - Ross - Damn! I thought that was going to be romantic as hell! 2.- Emily - . It was.|,"[""anger"", ""sadness""]"
"|1. - Student - Look, I just saw my best friends brains smeared across the canvas, that's not gonna be me, not me. 2.- Joey - . Wow! That was good. That was... Tweezers? 3.- Student - . No. 4.- Joey - . Whoa. That was really good. 5.- Student - . Thanks, any suggestions?|","[""sadness"", ""surprised"", ""neutral"", ""surprised"", ""neutral""]"
1,surprised
2,fear
3,anger
4,neutral
5,disgust
6,fear
7,sadness
8,neutral
9,sadness
10,neutral
11,disgust
1,surprised
2,neutral
3,neutral
4,sadness
5,neutral
6,surprised
7,neutral
8,neutral
9,neutral
1,neutral
2,sadness
3,joy
4,sadness
5,joy
6,neutral
7,surprised
8,neutral
9,joy
10,anger
11,neutral
12,neutral
13,joy
14,neutral
1,surprised
2,joy
3,fear
4,neutral
5,neutral
6,sadness
7,neutral
1,neutral
2,joy
3,neutral
4,fear
5,fear
6,fear
7,fear
8,fear
9,fear
1,joy
2,neutral
3,neutral
4,neutral
5,sadness
6,fear
7,neutral
8,neutral
9,neutral
10,neutral
11,anger
12,joy
13,neutral
14,neutral
15,neutral
16,neutral
17,neutral
18,surprised
1,neutral
2,disgust
3,surprised
4,joy
5,fear
"|1. - Monica - You see that guy? He's in classics now, but y'know as soon as we leave he's going straight to the porn. 2.- Richard - . He's gonna go up to the counter with 3.- Monica - . Yeah. 4.- Richard - . I missed this. 5.- Monica - . Me too. 6.- Richard - . So, you wanna get a hamburger or something?|","[""disgust"", ""neutral"", ""neutral"", ""joy"", ""joy"", ""neutral""]"
1,joy
2,anger
3,neutral
4,neutral
5,anger
6,sadness
1,surprised
2,neutral
3,joy
4,neutral
5,neutral
6,neutral
7,neutral
8,neutral
9,neutral
10,joy
11,neutral
12,neutral
13,neutral
14,neutral
15,fear
16,anger
"|1. - Joey/Drake - I know you botched that operation on purpose. 2.- Joey/Drake - . I can't prove it yet, but when I do, you'll be going to jail for murder. 3.- Joey/Drake - . I don't care if you are my brother.|","[""anger"", ""anger"", ""anger""]"
1,joy
2,anger
3,neutral
4,neutral
5,joy
6,anger
7,neutral
8,sadness
9,surprised
10,anger
11,anger
12,neutral
13,joy
14,sadness
15,neutral
16,neutral
17,neutral
