Conversation,Original_Label,Ds-r1
She wants grandkids. So we'll be working on that right away.,happy,excited
right right.,-,neutral
Are you guys gonna have kids?,excited,neutral
"Of course, we're gonna have kids, like three at least.",happy,excited
Yeah?,xxx,neutral
"Whoa, right away?.",xxx,surprised
"She wants like eight- She wants like eight kids and I'm like, no, no, no, no, no.  I am like what Let's do maybe three and we'll go with that.",happy,frustrated
Are you going to start right away?,neutral,neutral
"Well, we're going to take a little bit of time, you know, we need to get acclimated and you know start our lives, make money, you know be comfortable.",excited,neutral
"Yeah, have you ever like lived with someone else before?",neutral,neutral
"Oh, yeah, yeah, yeah, yeah I mean, actually we lived together awhile back when we -- Yeah, back in college for a little while. yeah.",happy,excited
"Oh, did you?  I didn't know that.",xxx,neutral
oh.,xxx,neutral
But that- so we are really used to each other. We took the time apart and now we're going to get back together.  We're going to move in soon.,happy,happy
Oooh,neutral,excited
it's great. I'm a lucky man.,happy,happy
"That's incredible yeah ,Congratulations.",happy,excited
Thank you.,happy,happy
"Uh, God.  I don't know what to do anymore.  Like I said --",frustrated,frustrated
What do you mean?,xxx,frustrated
"I don't know.  There's nothing for me out there.  I can't get a job.  I haven't gotten a job in a year, three years.  What is it, three years now; right? That I haven't been able to have a job.",frustrated,sad
Really? It's been that long?,neutral,surprised
"Something like that.  I can't even remember anymore. I don't know what to do anymore.  I just get out there everyday -- well, not everyday, almost everyday.",frustrated,sad
Wow.,neutral,surprised
And try to do something. I mean-,frustrated,frustrated
What have you been trying?,neutral,neutral
"Well, everything.  I'll do temping, you know, office work.  You know, whatever to pay the bills.  You know, I'll do anything.",frustrated,frustrated
"But, I mean, I don't want to keep those jobs.  I don't want those jobs.It's not what I want to do.",frustrated,frustrated
Right.,neutral,neutral
"But, I don't know.  God, what am I going to do?  Should I go back to school?  I can't- I can't afford to go back to school.",frustrated,frustrated
What do you do?,frustrated,neutral
"Well, I mean, right now I'm just doing a little bit of everything.  And I don't- I don't think that I'm in like a profession, like career oriented place.",neutral,frustrated
"You plan on being there forever? I mean, Like, what do you --",neutral,frustrated
"No.  I'm just working in restaurants and stuff. But, I'm also trying to audition and what not.  So, it's --",neutral,frustrated
yeah.,neutral,neutral
right.,neutral,neutral
"Yeah, yeah.  Well, hello.  That's what I'm doing too.  But I can't get the restaurant job.  I can't get -- -- the restaurant gig.  No one will give me anything.",frustrated,frustrated
Really?,neutral,surprised
"I go in for these interviews, and they're all cool and everything, you know.  Their nice and I'm nice to them, you know, give and take, back and forth, and whatever.",frustrated,neutral
But they always go with somebody else.,frustrated,frustrated
"L.A. is really hard.  I mean, have you tried like just going into a bar a couple of times to make friends with people who work there? and",neutral,frustrated
"Yeah, absolutely.  Hello?  You know me.  I go to bars all the time.  Like, they all know me, you know.  But no one wants to hire me.",frustrated,sad
"but Maybe they don't want to hire me because they know me. I don't know, what's wrong with me, Is there something wrong with me?",frustrated,sad
"I was just going to say that's your issue. Maybe you are going in too much. No, I mean, just",neutral,frustrated
are you going into the bars every night?,neutral,fear
"I mean, You can tell me what.  Why is no one hiring me?  Is it me?  Be honest.  You can tell me. you know I can take it.  I can take it, you just tell me. Why?",frustrated,frustrated
"Well, I don't really know.  I don't I don't know you in like a job situation, so.",neutral,neutral
"Yeah, but I'm -- okay, well how about personality wise?  I mean, people who know me won't hire me.  Why?",frustrated,frustrated
"Wow.  I don't -- I mean, do you- do you have an attitude problem when you're on the job?",neutral,frustrated
"I don't think I have an attitude problem when I'm on the job, no- I have an attitude problem right now because I don't have a job.",xxx,frustrated
Maybe [garbage].,neutral,frustrated
"Right.  Maybe you have, like, you know a little bit of an abrasive vibe or something.",neutral,frustrated
An abrasive vibe?,anger,frustrated
I don't know.  I'm I'm just trying --,neutral,frustrated
"Let me know that's -- that's fine.  You think I have an abrasive vibe, whatever.  You're entitled to your opinion, of course.  Maybe that's why I don't have a job.",anger,frustrated
Are you getting defensive?,neutral,frustrated
"No.  I'm not getting defensive.  I'm not getting defensive.  No. I asked you a question, you told me.  What?",xxx,frustrated
Yeah.  That might be something you want to look at.  I mean --,neutral,neutral
"I'm not like this all the time.  I mean, I don't -- I'm just frustrated right now, all right.  I just want to do --",frustrated,frustrated
Okay.,neutral,neutral
"I want to make some money.  I need to make some money.  I've got to pay some bills, I owe people money.  I owe lots of people money.  I need to make some money.",frustrated,frustrated
I understand.,neutral,neutral
"Yeah, it's stressful.  I recognize that.",neutral,frustrated
"Do you have any idea how I can make money?  I mean, what can I do to make some quick money, something?  Anything, that's relatively within the you know law.",frustrated,frustrated
ah.,neutral,neutral
"Not- Not selling pot, right?",neutral,fear
"Right, probably not selling pot. I don't want to go to jail.",frustrated,fear
Okay so.,neutral,neutral
Fair enough.,neutral,neutral
Because that would just really be a topper for me.,frustrated,frustrated
Yeah.  [LAUGHTER] It's a joke.,xxx,happy
Thank you.  Ha ha.,frustrated,happy
"Sorry.  So, let's see.  What else?  What's available? What? Um.  Hmm.",neutral,frustrated
See what I mean?  You can't even think of anything.,frustrated,frustrated
"Well, not off the top of head.  It will just take you know take a minute.  But do you have any, like, special skills?",neutral,frustrated
I can juggle.,frustrated,neutral
"Well, maybe we can find you something with juggling.",neutral,neutral
I've tried.,frustrated,frustrated
Have you checked out Craig's List and stuff?,neutral,neutral
Yes!  Nobody wants a juggler.  I am not going to -- I'm not going to dress up like a clown. I'm not going to dress up like a freaking clown. No.,frustrated,frustrated
"What if you do kids parties? oh, come on.",neutral,frustrated
"No, it's demeaning.  I am not a clown.  I have talent.  Clowns don't have talent.",frustrated,anger
Okay.  All right.,neutral,neutral
It's that simple.,frustrated,neutral
"Okay.  Well, fine. we won't- I won't argue with you about that.",neutral,frustrated
yeah.,frustrated,neutral
What else?  I can't -- uh.  I'm drawing a blank here.,frustrated,frustrated
You and me both.,frustrated,neutral
"That's rough.  I'm really sorry, Ryan.",neutral,sad
"Yeah, life sucks.",xxx,sad
"Well, um, is that kinda like the side of you that you let people see when you go into these job interviews?",neutral,neutral
"No, I just showed that for you [garbage].",frustrated,frustrated
"Okay.  Well, that's good.  Yeah, I mean, you're you're- when you're happy you're a pretty personable guy.  And I don't --I don't",neutral,frustrated
I like to think so.,frustrated,neutral
I can't see where the issue would be. so,neutral,frustrated
see.,frustrated,neutral
"Yeah, well thanks for your help.",anger,frustrated
"I'm sorry.  Good luck, man.",xxx,sad
I'll need it.,sad,neutral
Hi. Um-  My luggage didn't come out of the conveyor thingy.,neutral,frustrated
Hmm. Hmm.,neutral,neutral
"So, um, what do I do?",neutral,fear
How long ago was that?,neutral,neutral
"Uh- Like, an hour and a half ago.  I talked to somebody who was standing out there and they said wait.  Sometimes like random butt- pieces come out late.",neutral,frustrated
Uh-Hmm.,neutral,neutral
"And so I waited there, but nothing came.",neutral,frustrated
"Um, okay.  Well, you can fly- file a claim.  Where were you coming from?",neutral,neutral
"I was coming from um the Midwest, like Iowa.",neutral,neutral
"So, within the country, though? umm",neutral,neutral
"Yeah, I know I was in the country.  I mean, it's not that complicated.",neutral,frustrated
"Yeah, well the chances of it being lost forever, you know, are slight because -- -- you were in the --",neutral,frustrated
"Well, I would hope so.",neutral,frustrated
"Well, I mean, you know that happens pretty often that sometimes baggage -- -- gets lost.",neutral,frustrated
People lose --,neutral,sad
forever?,surprise,neutral
yeah.,neutral,neutral
"You know, this is actually, I mean it's -- it's a really important piece of luggage.",neutral,frustrated
Okay.,neutral,neutral
"I mean, it's not big or anything like that.  I mean, it's not worth a lot of money or anything.",neutral,frustrated
Did you have insurance on your flight?,neutral,neutral
"No.  I mean, don't you get insurance when you buy your ticket or something?",xxx,frustrated
"No, you have to buy it now.  It's like thirty dollar extra.",neutral,frustrated
"Well, no one even told me about that.  Like, why would I think to buy insurance?  I was- It's like a three hour flight.",frustrated,frustrated
"well, it's something that worth",neutral,neutral
"yeah, I don't know.",neutral,neutral
"How can you lose my luggage like from like, in --",frustrated,frustrated
Chances are it's probably just you know -- taking time being um- unloaded from the airplane.,neutral,neutral
 -- four hundred miles?,xxx,surprised
"I should hope so.  You know, I need that today.",frustrated,happy
"Um, well, there's not much I can do.  I can, you can file this report and we'll call you when it comes in.",neutral,frustrated
"Let me explain to you what the problem is.  My grandfather's remains are in that bag.  And I have to, like, distribute them today.  We're suppose to, you know, throw them out to the sea today.",frustrated,sad
wow.,neutral,surprised
"Wow.  Well, that's really important, obviously.  But, um --",neutral,frustrated
"Yeah.  I mean, if you have a suggestion, like, it would be great to help me out here.",frustrated,frustrated
"Uh- Actually, I don't know that that's legal. Um- it is the issue",neutral,fear
"Well, I don't care if it's legal.  It's happened.  It's already done.",frustrated,frustrated
"Yeah I mean, Your bag might have been confiscated because it's --",neutral,neutral
"Well, could you tell me if it's been confiscated then.",frustrated,frustrated
-- it's a biohazard. so- um,neutral,fear
"I mean, some information here would be great.  Some help.  Can you, like, type something in and find out?",frustrated,frustrated
Yeah.  Let me just call security.,neutral,frustrated
That would be great.  Thank you very much.,frustrated,happy
[LAUGHTER] Okay.  Hold on.,neutral,happy
Thank you,neutral,happy
"Ryan, what's wrong?",xxx,fear
I just got some bad news.,sad,sad
What?,xxx,surprised
"My friend, Shotty, passed away.",sad,sad
"Oh, I'm so sorry",sad,sad
"The end, he's been sick for awhile.  He had cancer.",sad,sad
"Oh, my gosh.",sad,surprised
"Yeah.  It's just, I never thought it would actually happen, you know? I mean- He's such a fighter and he's always so positive about everything.",sad,sad
Yeah.,-,neutral
"You know, he was gonna, and we -- all the way up to the end we were just talking about how- you know all the stuff we were gonna do and, you know.  When he finally kicked this stupid cancer, you know, and we were gonna --",sad,sad
"he wanted to travel, you know.  And he's so talented.  Probably the most talented person I have ever met in my entire life.",sad,sad
Yeah.,-,neutral
What did he do?,sad,neutral
"He was a designer, you know.  But he did everything. You know, He painted and he- and he did costume design, he did set design, he did lighting, he was --",sad,frustrated
"he just did everything.  He was literally, literally the most talented guy I have ever met in my entire life.",sad,excited
And he's gone now and I  -- I just can't believe it.,sad,sad
Yeah.  I'm so sorry.,sad,sad
"I mean, one second you think, you know, you're just having a conversation and then --",sad,frustrated
"you know, sometimes you think you want to make that phone call, or you think you want to tell somebody something, or something like that.  Do you know what I mean?  Like that's -- he was the person that I did that with.  You know, like, that's the person who I needed to call to tell things to all the time.",sad,sad
You guys have been-,sad,frustrated
"And now I don't have that person anymore, you know.  And it's -- -- it's just, you.",sad,sad
Yeah.,-,neutral
"You think that things get easier, you know, as you as you get older and you -",sad,frustrated
"and it just gets worse.  It just gets worse, everything is bad all the time; people die, your friends die, family dies, your best friends die. it's-",sad,sad
I'm sorry. I-,sad,sad
"You always think, you know when you were- you know when you were a little kid and you think something is gonna happen, like, it will all be better when I am older, you know?",sad,frustrated
"And I don't know why people don't just tell you off the bat that it's just gonna suck anyway.  You know, like, what's the point?",xxx,sad
"All the best people die, all the bad people live and they make life shitty for you anyway.",xxx,anger
"Wow, Ryan I know that you are hurting right now but I don't think you always feel like that.",sad,surprised
"No, you're right.  I don't.  You're right.",sad,frustrated
"Even, yeah -- he doesn't he would never feel that way, he would never want me to feel that way.  Of course not, but that's just where I am right now and -- -- I don't know what else to do with it.",sad,frustrated
Yeah. I understand.  I think it's really healthy to grieve.,sad,neutral
I just miss him.,sad,sad
If there's anything I can do to be there for you.,sad,neutral
Thanks.,sad,neutral
Guess what?,excited,excited
What?,excited,surprised
I got it.  I got accepted to U.S.C..,excited,excited
"Oh, for real?",excited,surprised
Yes! I just found out today.  I just got the letter.,excited,excited
That's awesome!,xxx,excited
"oh,I'm so glad.",excited,happy
I know. I know.  I'm so excited.,excited,excited
What are you gonna study?,happy,neutral
"oh, Theater. yeah, yeah.",excited,neutral
Really? Are you doing the M.F.A. program?,happy,surprised
yes.,excited,neutral
"Oh, my gosh.",xxx,surprised
oh-,excited,surprised
I heard it's so tough to get into.,happy,fear
It's exactly what I wanted.,excited,happy
"Oh, of course.  No.  I didn't know it was that tough.  I'm just happy that I made it.",xxx,happy
That's awesome.,happy,excited
"I worked really hard, I'll say, I worked really hard. You know, I I'm not bragging or anything like that. But-",happy,frustrated
"Yeah, that's awesome.",excited,happy
No.,neutral,neutral
"No, No, I'm really looking forward to it.  You know how long -- I have been talking about this forever, right? right?",xxx,excited
"Uh huh.  Yes, seriously, for years.",excited,neutral
"Finally.  I'm so excited.  We're gonna -- well, I'll be here.  We're still gonna be able to see each other.",excited,excited
I know.  I know.  I'm- I'm definitely -- I realize [LAUGHTER].,excited,happy
"We're gonna hang out, right?",xxx,fear
"What are you, wait, what are you doing?",excited,surprised
"Um- I'm gonna be studying at U.S.C., too.",happy,neutral
"Perfect!  Oh, my God.  Are you staying, are you going to live on campus?",excited,excited
"Not on campus, but um- I probably won't live too far.  Maybe, I don't know, I might go to Silver Lake or something.",xxx,frustrated
We are gonna party all the time.,xxx,excited
Yeah.  Totally- Well where are you going to live?,excited,frustrated
We are gonna have a great time.,excited,excited
"[garbage] I'm going to live on campus.  I mean, well, around campus, anyway.  Yeah, housing around campus.",excited,frustrated
Oh yeah.,neutral,excited
Good tradeoff,neutral,neutral
"I just want to be really close to things, you know.  I know it's not exactly the best neighborhood in the entire world. But uh-",excited,sad
I don't- I don't think it's that bad.,neutral,frustrated
"I don't- you know ,I feel the same way, you know what I mean.  And everybody says a lot of other crap you know, they don't know what they are talking about anyway.",excited,frustrated
yeah.,neutral,neutral
"They don't live here.  They don't know, right?",excited,frustrated
"Yeah. I think it's really also if you- if you consider yourself like, us and them, kind of thing- If you think you're part of your community then --you going to like it more",neutral,neutral
yeah.,excited,neutral
Exactly.  You make it what you make it. You know? Right? And I'm gonna make it so freaking awesome.,excited,excited
"Right, Exactly.",excited,neutral
Oh I'm so glad.,excited,happy
yeah.,excited,neutral
"So when do you know, like, where you're gonna live? and-",happy,neutral
"Well, I don't know.  I've got to go look for a place.",excited,frustrated
"Oh, wow.",neutral,surprised
"Yeah, yeah.  I- I don't- I don't know.  Do you have any suggestions?",excited,frustrated
Um-,neutral,neutral
You know the area better than I do.,excited,neutral
"Yeah.  I mean, I know, I know, like the- the housing surrounding the campus pretty well.",neutral,neutral
"yeah, yeah?",xxx,frustrated
Um- How many people do you want to live with?,neutral,neutral
"Not a lot.  I mean, I wouldn't want to live with more than three other people.  So, like four of us total, right?",excited,neutral
All dudes?,neutral,surprised
I don't care. I don't care.,excited,frustrated
Um- I think I have some friends.,neutral,neutral
yeah?,excited,surprised
yeah.,neutral,neutral
That would be perfect.,excited,happy
"There's actually, a friend of mine is um- moving out of her place and her place is amazing-- And it's really cheap.",happy,excited
Really?,excited,surprised
Really?,excited,surprised
yeah.,neutral,neutral
Cheap is exactly what I need- Because I have no money at all.,excited,frustrated
Okay.,-,neutral
Okay.,neutral,neutral
"But, uh--",excited,neutral
How are you going to pay for school? Did- did you--?,xxx,fear
"Loans, scholarships, I've got a lot of scholarships-- Yeah, yeah. I'm- I'm half Native American so I get all those scholarships, too. yeah.",excited,frustrated
"You've got a lot- oh, awesome.",happy,excited
Oh cool.,happy,happy
"So it comes Indian like. And you know I'm kind of smart, so.",excited,neutral
Yeah.,excited,neutral
"That helps, right?  Get some academic scholarships. And uh-",xxx,frustrated
totally.,neutral,excited
good for you.,happy,neutral
"And yeah, well, I mean, basically I just applied for any and every possible scholarship and grant that could come by, so I can go.",happy,neutral
the way to do it.,neutral,neutral
"Yeah, yeah, yeah.  And it's gonna work out.  I'm gonna be able to pay for it, I'm gonna go, I mean, I'll have a little debt in the end.  But I don't care.",excited,happy
"Wow, are you so excited?",excited,surprised
Right.,-,neutral
It's just you know a dream come true.  How could you not be excited about a dream come true?,excited,excited
"You're gonna be so busy, too. You're going to have to work so hard.",excited,frustrated
"Oh I know, I know.",excited,excited
"But I'm so looking forward to being so busy. You know what I mean?  It's the kind of busy you've got to love, right?",excited,excited
Oh good.,-,happy
Oh totally.,xxx,happy
Because you're doing something you love.  That's the kind of busy you want.  I want to be able to do that for the rest of my life.  Be that kind of busy.,excited,excited
All right.  Wow.  So exciting.,excited,excited
I had to tell you right away.  I knew you'd be excited.,excited,excited
We'll have fun.,happy,happy
Yeah.  We'll have so much fun.,happy,excited
Great.  Okay.,excited,neutral
cool,xxx,happy
"D.S.L. Extreme, can I help you?",neutral,neutral
"Hi, I need- I need some help.  I've been transferred to, like, eight different departments and I've told my problem to every single department, and then they just send me to another one and say they are going to send all my information so I won't have to repeat it, and then that person doesn't know what's going on.  And I've restated my story about eight different times and I just want somebody to help me get my connection back, because this happens every two weeks.  And I want to know what to do to stop it from happening again.",frustrated,frustrated
This happens every two weeks?,neutral,frustrated
Yeah.  That my service just goes out.,frustrated,frustrated
You've lost your connection.,neutral,frustrated
yeah.,frustrated,neutral
okay.,neutral,neutral
"And I'll reset the IP address.  I will do like, you know, direct connect the modem to my computer, and then reset everything, and then put the router back in. And-",frustrated,neutral
Hmm.  Mmm.,neutral,neutral
"Is not, It it It will work again for like a week and then it goes out again.",frustrated,frustrated
Has somebody tried to pin your site?,neutral,neutral
"Uh, yeah.  We've pinned it a couple of times.",neutral,neutral
"Okay. Um-  Well, I don't know.  And it consistently happens every two weeks?",neutral,frustrated
"Pretty much, yeah - I don't know if it's, like, bad phone lines or something.",neutral,frustrated
Okay.,-,neutral
"Well, you know what, does your D.S.L. cable -- you have D.S.L., right?",neutral,frustrated
Hmm. Mmm.,neutral,neutral
"Okay.  Does your D.S.L. cable, you know, travel a long distance by any chance? - Does it go through any windows?  I mean, is it --",neutral,neutral
yeah.,neutral,neutral
"It goes- It goes, like, through doorways.  But it goes a long distance.",neutral,neutral
"Okay.  Is it being- Is it being compressed between anything by any chance?  Because sometimes your connection can be you know, disrupted by, you know, the cable being squished.",neutral,neutral
Oh really?,xxx,surprised
"Yeah. That can be- That can create a bad connection.  And it won't always be a bad connection, but it will be bad off and on.",neutral,frustrated
"Well, I- I can check that.  Is there anything else we can do, too?  Like, I'll go through and check the line throughout the house, but --",neutral,frustrated
"Yeah, well, absolutely.  What we can -- let's just go ahead and just do a basic diagnostic of your system first off, okay.  Can you go down to your start button?",neutral,neutral
Uh huh.,neutral,neutral
"Okay, And uh- go ahead and click on run.",neutral,neutral
All right.,neutral,neutral
Okay.  We're gonna get your -- a little black box is going to come up.  Do you see that?,neutral,neutral
"Yeah, I see that.",neutral,neutral
"Okay Uh- You've got your C calling, go ahead and type in directory list.",neutral,surprised
Okay.,neutral,neutral
And hit enter.,neutral,neutral
Okay.,neutral,neutral
Okay?  Can you tell me what that says?,neutral,frustrated
"Uh, it it's like a bunch of different letter and numbers and stuff.",neutral,frustrated
"Okay Okay, And Um- letters and numbers and stuff.  Uh- Can you - Can you just type in IP address search? And hit enter.",neutral,frustrated
"Uh huh, Okay.",neutral,neutral
Okay?  Does it list your IP address there?,neutral,fear
"Uh, yeah looks -- no, no.  It's set to zeros.",neutral,frustrated
"It's set to zeros.  Okay, maybe that's our problem.  That could very well be our problem there.  Somehow you've lost your IP address.  I'm not sure why that would happen every week.  It could be a cycling issue, something like that.  But let's go ahead and type your IP address in again.",neutral,frustrated
Okay.,-,neutral
"what happening - So if we reset this, how will I know it's not going to happen again every other week?",xxx,frustrated
"Well, if it does happen again, let me give you my direct number and you can call me.  Actually, I'll give you my cell number. Um- It's --",neutral,neutral
Wow.  That would be amazing.  Really?,surprise,excited
"Of course.  we seriously- Yeah, I mean, obviously you've worked- you know -- I don't want to hassle you anymore.",neutral,frustrated
"Oh, my God.  I can't even tell you how much of a relief that is.  I literally call and talk to five different people.  Like last week it went off and I spent an hour and a half on the phone with different people.  And I've been doing that like every, every other week for months now.",happy,frustrated
I completely understand.,neutral,neutral
It's so frustrating.,frustrated,frustrated
Absolutely. And I just don't want that to happen to you anymore.,neutral,fear
Thank you so much.,xxx,happy
Absolutely.  It's a new service we are offering.,neutral,excited
"Yeah, accountability.  It's awesome.",happy,frustrated
Uh huh Uh huh We want you to be happy.  You're our customer.  You're the most important thing. Okay?,neutral,frustrated
"Wow.  You know I was thinking about changing internet providers, but but that- that really is enough to change my mind.",happy,surprised
"Great.  Well, that makes me very happy.  That makes us all happy here at D.S.L. Extreme.  Is there anything else I can help you with?",happy,happy
No.  I'm just gonna go have a fantastic day now.,happy,happy
All right.  You have a wonderful day.  Call us anytime.,neutral,neutral
Okay.  Thanks.,happy,neutral
"All right.  Bye, bye.",happy,neutral
What's he going to say?  Maybe we should tell him before he sees it.,sad,fear
He saw it.,xxx,neutral
When?  I was the first one up.  He was still in bed.  How could he have seen it?,sad,frustrated
He was out here when it broke.,xxx,neutral
When?,xxx,neutral
"I don't know, like, four o'clock this morning.  I heard a crack, and I woke up, and I looked out the window and he was standing right there when it broke.",xxx,fear
What was he doing out here at four in the morning?,xxx,fear
"I don't know, but after it broke he ran back inside and started crying in the kitchen.",xxx,sad
Did you talk to him?,sad,neutral
No.  I figured it was best to leave him alone.,sad,frustrated
He cried hard?,sad,sad
I could hear him right through the floor in my room.,xxx,frustrated
"What was he doing out there at that hour?  He's getting just like after Larry died, walking around at night.  He dreams.",xxx,fear
I guess he is.,xxx,neutral
What's the meaning of that?,xxx,frustrated
"I don't know the meaning of it, but you know one thing Mom, we made a terrible mistake with dad.",xxx,sad
What?,xxx,surprised
Being dishonest with him.  It's the kind of thing that pays off and now it's paying off.,xxx,happy
What do you mean dishonest?,xxx,anger
You know that Larry's not coming back and I know it.  So why do we go on letting him think that we believe with him?,frustrated,frustrated
"What do you want to do, argue with him?",frustrated,frustrated
I don't want to argue with him.  But it's time he knows that nobody else thinks that Larry's alive anymore.,frustrated,frustrated
"Why should he dream about him, walking around looking for him at night?  Do we contradict him?  Do we say straight out that we don't have any hope anymore, that we haven't had any hope for years now?",anger,sad
You can't say that to him.,xxx,anger
We have to say it to him.,frustrated,neutral
how are you gonna prove it?  Can you prove it?,frustrated,anger
For Gods sake!  Three years!  Nobody comes back after three years.  That's insane!,anger,frustrated
"To you it is and to me, but not to him.  Now you can talk yourself until you're blue in the face, Chris, but there's no body and there's no grave.  So where are you?",frustrated,frustrated
"Sit down, mom.  I want to talk to you.",xxx,neutral
"The trouble is the God damn newspapers.  I mean every every week a kid turns up, missing like longer than Larry.",anger,frustrated
"All right.  All right, mom.  Just listen.  You know why I invited Annie her, don't you?",frustrated,frustrated
Why?,xxx,neutral
You know.,neutral,neutral
"Well, I have an idea.  But what's the story?",xxx,neutral
I'm going to ask her to marry me.,neutral,excited
"Well, that's your business, Chris.",xxx,frustrated
It's not just my business.,frustrated,frustrated
"Well, what do you want me to do?  You're old enough to make- to know your own mind.",anger,frustrated
So it's okay then?  I should just go ahead and do it?,frustrated,fear
"Well, you want to make sure that your father isn't --",xxx,fear
"Oh, so it isn't just my business?",anger,frustrated
I'm just saying.,frustrated,neutral
You infuriate me sometimes.  Do you know that?  God.,anger,anger
"Isn't it your business, too, if dad -- if I tell dad and he throws a fit about it?  I mean, you have such a talent for ignoring things.",anger,frustrated
"I ignore what I got to ignore.  I mean, the girl is Larry's girl.",anger,neutral
She is not Larry's girl!,anger,anger
"From your father's point of view he's not dead and she's still his girl.  Now, you can go on from there if you know where to go, Chris, but I don't know.  So what can I do for you?",anger,frustrated
"I don't know why it is but everytime I reach out for something I- that I want, I have to pull back because I might hurt somebody else.  My whole bloody life; time after time after time.",frustrated,frustrated
"Well, you're a considerate fella, there's nothing wrong in that",neutral,happy
To hell with that!,anger,anger
Have you asked Annie yet?,neutral,neutral
I wanted to get this taken care of first.,xxx,neutral
"Well, what if she feels like your father?  And how do you know she will marry you?",neutral,frustrated
"Well, if that's the case, then that's the end of it.  But from her letters it sounds like she has forgotten him.  I'll find out.  And then we'll thrash it out with dad, all right?  Mom, don't avoid me.",xxx,frustrated
"Well, the trouble is you never saw enough women.",neutral,frustrated
So what?  I'm not fast with women.,anger,frustrated
"Well, I just don't see why it has to be Annie.",frustrated,frustrated
Because it is.,frustrated,frustrated
"Well, that's a good reason.  But that doesn't mean anything at all.  I mean, you haven't seen her in five years.",frustrated,frustrated
"I know her best, all right?  I don't know.  I grew up next to her.  When I think of somebody for my wife these days, I think of Annie.  What do you want, a diagram?",frustrated,frustrated
"No.  I don't want a -- look, your father thinks he's coming back, Chris.  You marry that girl and you're pronouncing him dead.  Now, what's going to happen to your father; do you know?  Because, I don't.",frustrated,frustrated
"All right then, mom.",xxx,neutral
Just give it some more thought.,xxx,neutral
"I've given it three years of thought.  I hoped that if I'd waited, dad would have forgotten about it by now.  And we could have like a normal wedding and everybody happy.",anger,frustrated
"But if that can't happen, I'll just have to get out.",anger,frustrated
What the hell is this?,surprise,frustrated
"I'll get out.  I'll go get married and live someplace else.  I don't know, maybe New York.",anger,frustrated
Are you crazy?,anger,anger
I have been a good son for too long.  A good sucker.  I'm through with it.,anger,anger
"What?  You mean?  Tell me something, you mean that you would leave the business?",xxx,surprised
"Yes.  On this, I would.",anger,neutral
You can't think like that.,xxx,frustrated
"Well, you help me stay here.",anger,neutral
"All right.  But don't think like that.  Because what the hell did we work for, Chris?  I mean, this whole thing, it's all for you.",anger,frustrated
"I know that, mom.  Just, you help me stay here.",frustrated,frustrated
Just don't think that way.  Do you hear me?,anger,frustrated
I am thinking that way.,xxx,neutral
"I don't understand you, do I?",frustrated,frustrated
"No, you don't.  I'm a pretty tough guy.",frustrated,frustrated
"Yeah, I can see that.",frustrated,neutral
What's he going to say?  Maybe we ought to tell him before he sees it.,sad,fear
He saw it.,xxx,neutral
"What do you mean?  I was the first one up, he was still in bed.",surprise,neutral
He was out here when it broke.,sad,neutral
When?,xxx,neutral
About four this morning.  I heard it crack and I looked out the window and he was standing right there when it cracked.,sad,fear
What was he doing out here four in the morning?,xxx,fear
"I don't know.  But after he saw it, he ran back into the house and started crying in the kitchen.",sad,sad
Did you talk to him?,xxx,neutral
No.  I figured it was best to leave him alone.,sad,frustrated
He's dreaming about him again.  He's getting just like after Larry died. What's the meaning of that?,xxx,fear
"Yes, yes he is.  I don't know the meaning in it.  But I know one thing, mom, we made a terrible mistake with Dad.",sad,sad
What?,xxx,surprised
Being dishonest with him.  It's the kind of thing that pays off and now it's paying off.,xxx,happy
What do you mean dishonest?,xxx,anger
You know that Larry's not coming back and I know it.  So why do we go on letting him think that we believe with him?,xxx,frustrated
"What are you gonna do, argue with him?",xxx,frustrated
I don't want to argue with him.  But it's time that he knows that nobody else believes that Larry's alive. I mean,frustrated,frustrated
"Why shouldn't he dream about him, walk the nights waiting for him?  Do we contradict him?  Do we say outright that we don't have any hope anymore?  That we haven't had any hope for a long time?",frustrated,sad
"Well, how are you gonna prove it?  Can you prove it?",xxx,frustrated
"For Gods sake, three years!  Nobody comes back after three years.  It's insane!",frustrated,frustrated
"To you it is and to me, but not to him.",xxx,neutral
You can talk yourself blue in the face but there's no body and there's no grave.  So where are you?,xxx,frustrated
"Sit down, mom.  I want to talk to you.",xxx,neutral
"The trouble is the God damn newspapers, I mean, ea- each week a new boy turns up out of nowhere.  So the next one is gonna be Larry.  So you--",frustrated,frustrated
"All right.  All right, just listen.",frustrated,frustrated
"You know why I invited Annie, right?",xxx,frustrated
Why?,xxx,neutral
You know.,xxx,neutral
"Well, I've got an idea but what's the story?",xxx,neutral
I'm gonna ask her to marry me.,xxx,excited
"Well, that's your business, Chris.",xxx,frustrated
You know it's not just my business.,frustrated,frustrated
"What do you want me to do?  I mean, You're old enough to know your own mind.",frustrated,frustrated
So it's all right then?  I should just go ahead with it?,frustrated,fear
"Well, you want to make sure that your father isn't gonna --",xxx,fear
"So it isn't just my business?  You infuriate me sometime, you know that.",xxx,anger
"Isn't it your business, too, if I tell dad and he throws a fit about it?  You have such a talent for ignoring things.",anger,frustrated
"I ignore what I got to ignore.  I mean, the girl is Larry's girl.",frustrated,frustrated
She's not Larry's girl.,anger,neutral
"As far as your father is concerned, he's not dead.  And she's still his girl.",xxx,sad
