Sentence,Original_Label,DeepSeek
"Okay. Um-  Well, I don't know.  And it consistently happens every two weeks? (neutral) ",Question,Backchannel
"Pretty much, yeah - I don't know if it's, like, bad phone lines or something. (neutral) ",Answer,Statement Non Opinion
Okay. (-) ,Backchannel,Backchannel
"Well, you know what, does your D.S.L. cable -- you have D.S.L., right? (neutral) ",Question,Question
Hmm. Mmm. (neutral) ,Answer,Backchannel
"Okay.  Does your D.S.L. cable, you know, travel a long distance by any chance? - Does it go through any windows?  I mean, is it -- (neutral) ",Question,Question
yeah. (neutral) ,Backchannel,Acknowledge
"It goes- It goes, like, through doorways.  But it goes a long distance. (neutral) ",Answer,Statement Non Opinion
"Okay.  Is it being- Is it being compressed between anything by any chance?  Because sometimes your connection can be you know, disrupted by, you know, the cable being squished. (neutral) ",Question,Question
Oh really? (xxx) ,Question,Question
"Yeah. That can be- That can create a bad connection.  And it won't always be a bad connection, but it will be bad off and on. (neutral) ",Answer,Statement Non Opinion
"Well, I- I can check that.  Is there anything else we can do, too?  Like, I'll go through and check the line throughout the house, but -- (neutral) ",Question,Question
"Yeah, well, absolutely.  What we can -- let's just go ahead and just do a basic diagnostic of your system first off, okay.  Can you go down to your start button? (neutral) ",Answer,Command
Uh huh. (neutral) ,Backchannel,Backchannel
"Okay, And uh- go ahead and click on run. (neutral) ",Statement Non Opinion ,Command
All right. (neutral) ,Backchannel,Acknowledge
Okay.  We're gonna get your -- a little black box is going to come up.  Do you see that? (neutral) ,Question,Question
"Yeah, I see that. (neutral) ",Answer,Answer
"Okay Uh- You've got your C calling, go ahead and type in directory list. (neutral) ",Statement Non Opinion ,Command
Okay. (neutral) ,Agreement,Acknowledge
And hit enter. (neutral) ,Statement Non Opinion ,Command
Okay. (neutral) ,Agreement,Acknowledge
Okay?  Can you tell me what that says? (neutral) ,Question,Question
"Uh, it it's like a bunch of different letter and numbers and stuff. (neutral) ",Answer,Answer
"Okay Okay, And Um- letters and numbers and stuff.  Uh- Can you - Can you just type in IP address search? And hit enter. (neutral) ",Question,Command
"Uh huh, Okay. (neutral) ",Agreement,Acknowledge
Okay?  Does it list your IP address there? (neutral) ,Question,Question
"Uh, yeah looks -- no, no.  It's set to zeros. (neutral) ",Answer,Answer
"It's set to zeros.  Okay, maybe that's our problem.  That could very well be our problem there.  Somehow you've lost your IP address.  I'm not sure why that would happen every week.  It could be a cycling issue, something like that.  But let's go ahead and type your IP address in again. (neutral) ",Statement Opinion,Statement Non Opinion
Okay. (-) ,Backchannel,Acknowledge
"what happening - So if we reset this, how will I know it's not going to happen again every other week? (xxx) ",Question,Question
"Well, if it does happen again, let me give you my direct number and you can call me.  Actually, I'll give you my cell number. Um- It's -- (neutral) ",Answer,Statement Non Opinion
Wow.  That would be amazing.  Really? (surprise) ,Question,Statement Opinion
"Of course.  we seriously- Yeah, I mean, obviously you've worked- you know -- I don't want to hassle you anymore. (neutral) ",Answer,Statement Non Opinion
"Oh, my God.  I can't even tell you how much of a relief that is.  I literally call and talk to five different people.  Like last week it went off and I spent an hour and a half on the phone with different people.  And I've been doing that like every, every other week for months now. (happy) ",Statement Opinion,Statement Opinion
I completely understand. (neutral) ,Agreement,Agreement
It's so frustrating. (frustrated) ,Statement Opinion,Statement Opinion
Absolutely. And I just don't want that to happen to you anymore. (neutral) ,Agreement,Agreement
Thank you so much. (xxx) ,Greeting,Acknowledge
Absolutely.  It's a new service we are offering. (neutral) ,Statement Non Opinion ,Statement Non Opinion
"Yeah, accountability.  It's awesome. (happy) ",Statement Opinion,Statement Opinion
Uh huh Uh huh We want you to be happy.  You're our customer.  You're the most important thing. Okay? (neutral) ,Question,Statement Non Opinion
"Wow.  You know I was thinking about changing internet providers, but but that- that really is enough to change my mind. (happy) ",Answer,Statement Opinion
"Great.  Well, that makes me very happy.  That makes us all happy here at D.S.L. Extreme.  Is there anything else I can help you with? (happy) ",Question,Statement Opinion
No.  I'm just gonna go have a fantastic day now. (happy) ,Answer,Statement Opinion
All right.  You have a wonderful day.  Call us anytime. (neutral) ,Statement Non Opinion ,Statement Non Opinion
Okay.  Thanks. (happy) ,Greeting,Acknowledge
"All right.  Bye, bye. (happy) ",Greeting,Greeting
What's he going to say?  Maybe we should tell him before he sees it. (sad) ,Statement Opinion,Question
He saw it. (xxx) ,Statement Non Opinion ,Statement Non Opinion
When?  I was the first one up.  He was still in bed.  How could he have seen it? (sad) ,Question,Question
He was out here when it broke. (xxx) ,Answer,Statement Non Opinion
When? (xxx) ,Question,Question
"I don't know, like, four o'clock this morning.  I heard a crack, and I woke up, and I looked out the window and he was standing right there when it broke. (xxx) ",Answer,Statement Non Opinion
What was he doing out here at four in the morning? (xxx) ,Question,Question
"I don't know, but after it broke he ran back inside and started crying in the kitchen. (xxx) ",Answer,Statement Non Opinion
Did you talk to him? (sad) ,Question,Question
No.  I figured it was best to leave him alone. (sad) ,Answer,Statement Opinion
He cried hard? (sad) ,Question,Question
I could hear him right through the floor in my room. (xxx) ,Answer,Statement Non Opinion
"What was he doing out there at that hour?  He's getting just like after Larry died, walking around at night.  He dreams. (xxx) ",Statement Opinion,Statement Opinion
I guess he is. (xxx) ,Agreement,Acknowledge
What's the meaning of that? (xxx) ,Question,Question
"I don't know the meaning of it, but you know one thing Mom, we made a terrible mistake with dad. (xxx) ",Answer,Statement Opinion
What? (xxx) ,Question,Question
Being dishonest with him.  It's the kind of thing that pays off and now it's paying off. (xxx) ,Answer,Statement Opinion
What do you mean dishonest? (xxx) ,Question,Question
You know that Larry's not coming back and I know it.  So why do we go on letting him think that we believe with him? (frustrated) ,Answer,Statement Opinion
"What do you want to do, argue with him? (frustrated) ",Question,Question
I don't want to argue with him.  But it's time he knows that nobody else thinks that Larry's alive anymore. (frustrated) ,Answer,Statement Opinion
"Why should he dream about him, walking around looking for him at night?  Do we contradict him?  Do we say straight out that we don't have any hope anymore, that we haven't had any hope for years now? (anger) ",Question,Statement Opinion
You can't say that to him. (xxx) ,Answer,Statement Opinion
We have to say it to him. (frustrated) ,Command,Statement Opinion
how are you gonna prove it?  Can you prove it? (frustrated) ,Question,Question
For Gods sake!  Three years!  Nobody comes back after three years.  That's insane! (anger) ,Answer,Statement Opinion
"To you it is and to me, but not to him.  Now you can talk yourself until you're blue in the face, Chris, but there's no body and there's no grave.  So where are you? (frustrated) ",Question,Statement Opinion
"Sit down, mom.  I want to talk to you. (xxx) ",Command,Command
"The trouble is the God damn newspapers.  I mean every every week a kid turns up, missing like longer than Larry. (anger) ",Statement Non Opinion ,Statement Opinion
"All right.  All right, mom.  Just listen.  You know why I invited Annie her, don't you? (frustrated) ",Question,Question
Why? (xxx) ,Question,Question
You know. (neutral) ,Answer,Statement Non Opinion
"Well, I have an idea.  But what's the story? (xxx) ",Question,Statement Opinion
I'm going to ask her to marry me. (neutral) ,Answer,Statement Non Opinion
"Well, that's your business, Chris. (xxx) ",Statement Opinion,Statement Opinion
It's not just my business. (frustrated) ,Disagreement,Statement Opinion
"Well, what do you want me to do?  You're old enough to make- to know your own mind. (anger) ",Statement Opinion,Statement Opinion
So it's okay then?  I should just go ahead and do it? (frustrated) ,Question,Question
"Well, you want to make sure that your father isn't -- (xxx) ",Answer,Statement Opinion
"Oh, so it isn't just my business? (anger) ",Disagreement,Question
I'm just saying. (frustrated) ,Statement Non Opinion ,Statement Non Opinion
You infuriate me sometimes.  Do you know that?  God. (anger) ,Statement Opinion,Statement Opinion
"Isn't it your business, too, if dad -- if I tell dad and he throws a fit about it?  I mean, you have such a talent for ignoring things. (anger) ",Statement Opinion,Statement Opinion
"I ignore what I got to ignore.  I mean, the girl is Larry's girl. (anger) ",Statement Non Opinion ,Statement Opinion
She is not Larry's girl! (anger) ,Disagreement,Statement Opinion
"From your father's point of view he's not dead and she's still his girl.  Now, you can go on from there if you know where to go, Chris, but I don't know.  So what can I do for you? (anger) ",Statement Non Opinion ,Statement Opinion
"I don't know why it is but everytime I reach out for something I- that I want, I have to pull back because I might hurt somebody else.  My whole bloody life; time after time after time. (frustrated) ",Statement Opinion,Statement Opinion
"Well, you're a considerate fella, there's nothing wrong in that (neutral) ",Statement Opinion,Statement Opinion
To hell with that! (anger) ,Disagreement,Statement Opinion
Have you asked Annie yet? (neutral) ,Question,Question
I wanted to get this taken care of first. (xxx) ,Answer,Statement Non Opinion
"Well, what if she feels like your father?  And how do you know she will marry you? (neutral) ",Question,Question
"Well, if that's the case, then that's the end of it.  But from her letters it sounds like she has forgotten him.  I'll find out.  And then we'll thrash it out with dad, all right?  Mom, don't avoid me. (xxx) ",Answer,Statement Opinion
"Well, the trouble is you never saw enough women. (neutral) ",Statement Opinion,Statement Opinion
So what?  I'm not fast with women. (anger) ,Agreement,Statement Opinion
"Well, I just don't see why it has to be Annie. (frustrated) ",Statement Non Opinion ,Statement Opinion
Because it is. (frustrated) ,Statement Non Opinion ,Statement Opinion
"Well, that's a good reason.  But that doesn't mean anything at all.  I mean, you haven't seen her in five years. (frustrated) ",Statement Non Opinion ,Statement Opinion
"I know her best, all right?  I don't know.  I grew up next to her.  When I think of somebody for my wife these days, I think of Annie.  What do you want, a diagram? (frustrated) ",Question,Statement Opinion
"No.  I don't want a -- look, your father thinks he's coming back, Chris.  You marry that girl and you're pronouncing him dead.  Now, what's going to happen to your father; do you know?  Because, I don't. (frustrated) ",Answer,Statement Opinion
"All right then, mom. (xxx) ",Acknowledge ,Acknowledge
Just give it some more thought. (xxx) ,Command,Command
"I've given it three years of thought.  I hoped that if I'd waited, dad would have forgotten about it by now.  And we could have like a normal wedding and everybody happy. (anger) ",Statement Non Opinion ,Statement Opinion
"But if that can't happen, I'll just have to get out. (anger) ",Statement Non Opinion ,Statement Opinion
What the hell is this? (surprise) ,Question,Question
"I'll get out.  I'll go get married and live someplace else.  I don't know, maybe New York. (anger) ",Answer,Statement Opinion
Are you crazy? (anger) ,Question,Question
I have been a good son for too long.  A good sucker.  I'm through with it. (anger) ,Answer,Statement Opinion
"What?  You mean?  Tell me something, you mean that you would leave the business? (xxx) ",Question,Question
"Yes.  On this, I would. (anger) ",Answer,Statement Opinion
You can't think like that. (xxx) ,Statement Non Opinion ,Command
"Well, you help me stay here. (anger) ",Command,Statement Opinion
"All right.  But don't think like that.  Because what the hell did we work for, Chris?  I mean, this whole thing, it's all for you. (anger) ",Statement Non Opinion ,Statement Opinion
"I know that, mom.  Just, you help me stay here. (frustrated) ",Agreement,Statement Opinion
Just don't think that way.  Do you hear me? (anger) ,Question,Command
I am thinking that way. (xxx) ,Answer,Statement Opinion
"I don't understand you, do I? (frustrated) ",Question,Question
"No, you don't.  I'm a pretty tough guy. (frustrated) ",Answer,Statement Opinion
"Yeah, I can see that. (frustrated) ",Statement Non Opinion ,Statement Opinion
What's he going to say?  Maybe we ought to tell him before he sees it. (sad) ,Statement Opinion,Question
He saw it. (xxx) ,Statement Non Opinion ,Statement Non Opinion
"What do you mean?  I was the first one up, he was still in bed. (surprise) ",Question,Question
He was out here when it broke. (sad) ,Answer,Statement Non Opinion
When? (xxx) ,Question,Question
About four this morning.  I heard it crack and I looked out the window and he was standing right there when it cracked. (sad) ,Answer,Statement Non Opinion
What was he doing out here four in the morning? (xxx) ,Question,Question
"I don't know.  But after he saw it, he ran back into the house and started crying in the kitchen. (sad) ",Answer,Statement Non Opinion
Did you talk to him? (xxx) ,Question,Question
No.  I figured it was best to leave him alone. (sad) ,Answer,Statement Non Opinion
He's dreaming about him again.  He's getting just like after Larry died. What's the meaning of that? (xxx) ,Question,Question
"Yes, yes he is.  I don't know the meaning in it.  But I know one thing, mom, we made a terrible mistake with Dad. (sad) ",Answer,Statement Opinion
What? (xxx) ,Question,Question
Being dishonest with him.  It's the kind of thing that pays off and now it's paying off. (xxx) ,Answer,Statement Opinion
What do you mean dishonest? (xxx) ,Question,Question
You know that Larry's not coming back and I know it.  So why do we go on letting him think that we believe with him? (xxx) ,Answer,Statement Opinion
"What are you gonna do, argue with him? (xxx) ",Question,Question
I don't want to argue with him.  But it's time that he knows that nobody else believes that Larry's alive. I mean (frustrated) ,Answer,Statement Opinion
"Why shouldn't he dream about him, walk the nights waiting for him?  Do we contradict him?  Do we say outright that we don't have any hope anymore?  That we haven't had any hope for a long time? (frustrated) ",Question,Statement Opinion
"Well, how are you gonna prove it?  Can you prove it? (xxx) ",Question,Question
"For Gods sake, three years!  Nobody comes back after three years.  It's insane! (frustrated) ",Answer,Statement Opinion
"To you it is and to me, but not to him. (xxx) ",Statement Non Opinion ,Statement Opinion
You can talk yourself blue in the face but there's no body and there's no grave.  So where are you? (xxx) ,Question,Statement Opinion
"Sit down, mom.  I want to talk to you. (xxx) ",Command,Command
"The trouble is the God damn newspapers, I mean, ea- each week a new boy turns up out of nowhere.  So the next one is gonna be Larry.  So you-- (frustrated) ",Statement Non Opinion ,Statement Opinion
"All right.  All right, just listen. (frustrated) ",Command,Command
"You know why I invited Annie, right? (xxx) ",Question,Question
Why? (xxx) ,Question,Question
You know. (xxx) ,Answer,Statement Non Opinion
"Well, I've got an idea but what's the story? (xxx) ",Question,Statement Opinion
I'm gonna ask her to marry me. (xxx) ,Answer,Statement Non Opinion
"Well, that's your business, Chris. (xxx) ",Statement Opinion,Statement Opinion
You know it's not just my business. (frustrated) ,Disagreement,Statement Opinion
"What do you want me to do?  I mean, You're old enough to know your own mind. (frustrated) ",Statement Opinion,Question
So it's all right then?  I should just go ahead with it? (frustrated) ,Question,Question
"Well, you want to make sure that your father isn't gonna -- (xxx) ",Answer,Statement Opinion
"So it isn't just my business?  You infuriate me sometime, you know that. (xxx) ",Statement Opinion,Statement Opinion
"Isn't it your business, too, if I tell dad and he throws a fit about it?  You have such a talent for ignoring things. (anger) ",Statement Opinion,Statement Opinion
"I ignore what I got to ignore.  I mean, the girl is Larry's girl. (frustrated) ",Statement Non Opinion ,Statement Opinion
She's not Larry's girl. (anger) ,Disagreement,Statement Opinion
"As far as your father is concerned, he's not dead.  And she's still his girl. (xxx) ",Statement Non Opinion ,Statement Opinion
"Now, you can go on with this if you know where to go, but I don't know where to go. (xxx) ",Statement Non Opinion ,Statement Opinion
"I don't know why it is but every time I reach out for something that I want, I have to pull back because it might hurt somebody else, my whole bloody life, time after time, after time. (frustrated) ",Statement Opinion,Statement Opinion
"Well, you're a considerate fella.  There's nothing wrong with that. (xxx) ",Statement Opinion,Statement Opinion
what to hell with that! (anger) ,Disagreement,Statement Opinion
Have you asked Annie yet? (neutral) ,Question,Question
I wanted to get this settled first. (xxx) ,Answer,Statement Non Opinion
"Well, how do you know she'll marry you?  Maybe she feels like your father does. (neutral) ",Question,Statement Opinion
"Well, if she does then that's the end of it.  But from her letters it seems like she's forgotten him. (xxx) ",Answer,Statement Opinion
"I'll find out and then we'll thrash it out with dad, all right?  Mom, don't avoid me. (frustrated) ",Command,Command
The trouble is you don't see enough women.  You never did. (neutral) ,Statement Opinion,Statement Opinion
"So what, I'm not fast with women? (frustrated) ",Agreement,Statement Opinion
I just don't see why it has to be Annie. (xxx) ,Statement Non Opinion ,Statement Opinion
Because it is. (frustrated) ,Statement Non Opinion ,Statement Opinion
"Well, that's a good reason.  But it don't mean a thing. I mean, You haven't seen her since you went to war.  It's been five years. (neutral) ",Statement Non Opinion ,Statement Opinion
"[garbage] I don't know.  It's just, (frustrated) ",Statement Non Opinion ,Statement Opinion
"she's who I know best. I know her since I- I was a kid I grew up with her.  When I think of somebody for my wife these days, I I think of Annie.  What do you want, a diagram? (frustrated) ",Statement Non Opinion ,Statement Opinion
"No I don't want a-  Your father thinks he's coming back, Chris.  If you marry that girl, you're pronouncing him dead. (frustrated) ",Statement Non Opinion ,Statement Opinion
"Now, what's going to happen to your father, do you know?  I don't. (sad) ",Statement Non Opinion ,Question
"All right then, mom. (frustrated) ",Acknowledge ,Statement Non Opinion
Just give it some more thought. (xxx) ,Command,Command
"I've given it three years of thought.  I had hoped if I waited, dad would've forgotten him by now and we could have a- a regular wedding and everybody happy. (anger) ",Command,Statement Opinion
But if that can't happen then I'll just get out. (anger) ,Statement Non Opinion ,Statement Opinion
What the hell is this? (surprise) ,Question,Question
"I'll get out.  I'll go get married someplace else, I- I'll live someplace else, maybe New York. (anger) ",Answer,Statement Opinion
Are you crazy? (anger) ,Question,Question
"I've been a good son for too long, a good sucker.  I'm through with it. (xxx) ",Answer,Statement Opinion
But you have a business here.  What the hell is this? (xxx) ,Question,Question
The business?  The business doesn't inspire me. (anger) ,Answer,Statement Opinion
Must you be inspired? (anger) ,Question,Question
"Yeah, I'd like one hour a day.  If I have to grub for money all day long, I'd like to go home to something beautiful.  I'd like a family.  I'd like some kids. (anger) ",Answer,Statement Opinion
"I'd like to build something that's my own.  And Annie is in the center of that.  Now, where do I find it? (xxx) ",Statement Opinion,Statement Opinion
You don't want to think like that. (anger) ,Statement Non Opinion ,Command
"Well, you help me stay here. (xxx) ",Command,Statement Opinion
"All right.  But don't think like that because what the hell did we work for, Chris?  All of this, all of it, it's all just for you. (frustrated) ",Statement Non Opinion ,Statement Opinion
"I know that, mom.  Just you help me stay here. (frustrated) ",Agreement,Statement Opinion
"Don't think like that, do you hear me? (xxx) ",Question,Command
"Well, I am thinking like that. (anger) ",Answer,Statement Opinion
"I don't understand you, do I? (frustrated) ",Question,Question
"No, you don't.  I'm a pretty tough guy. (anger) ",Answer,Statement Opinion
"Yeah, I can see that. (xxx) ",Statement Non Opinion ,Statement Non Opinion
Why did you invite her here? (xxx) ,Question,Question
Why does that bother you? (neutral) ,Question,Question
"She's been in New York three and a half years, why all of a sudden? (xxx) ",Question,Question
"Well, maybe maybe he just wanted to see her again. (neutral) ",Answer,Statement Opinion
Nobody comes seven hundred miles just to see. (neutral) ,Statement Non Opinion ,Statement Non Opinion
"What are you talking about?  He grew up next to the girl his whole life, why wouldn't he want to see her again?  Don't look at me like that.  He hasn't told me anything he didn't told you. (frustrated) ",Question,Disagreement
He's not going to marry her. (xxx) ,Command,Statement Opinion
Why do you think he's even thinking that? (neutral) ,Question,Question
He's got that about it. (neutral) ,Answer,Statement Non Opinion
"Well, so what? (frustrated) ",Question,Statement Opinion
"What's going on here, Joe? (anger) ",Question,Question
Now listen. (frustrated) ,Command,Command
"No.  She's not his girl, Joe.  She knows she's not. (xxx) ",Statement Opinion,Disagreement
You don't know.  You can't read her mind. (xxx) ,Statement Opinion,Disagreement
"Then why is she still single? I mean, New York is full of men.  Why isn't she married?  Probably a hundred people told her she's foolish but she's waited. (xxx) ",Statement Opinion,Statement Opinion
How do you know why she's waited? (frustrated) ,Question,Question
"Because she knows what I know, that's why.  She's faithful as a rock.  In my worst moments I think of her waiting and I know again that I'm right. (xxx) ",Answer,Statement Opinion
"Look, it's a beautiful day outside, why are we arguing? (frustrated) ",Question,Question
"Nobody in this house dares takes her faith away, Joe.  Strangers might, but not his father, not his brother. (xxx) ",Statement Opinion,Statement Opinion
"Well, what do you want me to do about it?  What do you want? (frustrated) ",Question,Question
"I want you to pretend like he's coming back.  Both of you, don't think I haven't noticed you and Chris since she's gotten here.  I don't want any nonsense. (frustrated) ",Answer,Command
But Kate? (frustrated) ,Backchannel,Question
"No, because if she- he's not coming back then I'll kill myself. Laugh!  Laugh at me! (frustrated) ",Statement Opinion,Statement Opinion
But why did that happen the very night she came back?  She goes to sleep in his bed and his memorial breaks in pieces.  Look at it. (xxx) ,Statement Non Opinion ,Question
Calm yourself. (frustrated) ,Command,Command
"Believe with me, Joe.  I can't stand alone. (xxx) ",Statement Non Opinion ,Statement Opinion
Calm yourself. (frustrated) ,Command,Command
Only last week a man turned up in Detroit missing longer than Larry.  You read it yourself. (frustrated) ,Statement Non Opinion ,Statement Opinion
All right.  All right. (frustrated) ,Acknowledge ,Acknowledge
You above all have got to believe. (anger) ,Command,Command
"What do you mean, me above all? (xxx) ",Question,Question
Just don't stop believing. (xxx) ,Answer,Command
"What's that suppose to mean, me above all?  Look at you, you're shaking. (anger) ",Statement Non Opinion ,Question
I can't help it. (anger) ,Statement Opinion,Statement Non Opinion
"What have I got to hide, Kate?  What the hell is the matter with you? (anger) ",Question,Question
You're the only one I know who loves his parents. (neutral) ,Statement Non Opinion ,Statement Non Opinion
"I know.  It's going out of style, isn't it? (xxx) ",Question,Statement Opinion
It's all right.  It's a good thing.  It's lovely here.  The air is sweet. (happy) ,Answer,Statement Opinion
"So, you're not sorry I came? (excited) ",Question,Question
No.  But I'm not going to stay. (xxx) ,Answer,Statement Non Opinion
Why? (surprise) ,Question,Question
"Well, your mother, first of all, pretty much told me to leave. (neutral) ",Answer,Statement Non Opinion
Well- (neutral) ,Backchannel,Backchannel
You saw that.  And well you've been -- (xxx) ,Statement Non Opinion ,Statement Non Opinion
What? (xxx) ,Question,Question
You've been sort of embarrassed since I got here. (xxx) ,Answer,Statement Non Opinion
"Well, I planned on kind of sneaking up on you in a period of a week or so, but they all take it for granted that we're set. (xxx) ",Statement Non Opinion ,Statement Non Opinion
"I figured they would, your mother at least. (neutral) ",Agreement,Statement Non Opinion
How did you know? (xxx) ,Question,Question
"Well, from her perspective, I mean, why else would I come here? (neutral) ",Answer,Statement Non Opinion
"Well, so would you want to?  I mean, I guess you know that's why I asked you to come. (xxx) ",Question,Question
"Yes, that's why I came. (xxx) ",Answer,Statement Non Opinion
"Annie, I love you.  I love you a great deal.  I love you. -I (xxx) ",Statement Opinion,Statement Opinion
"I don't know what to say.  I have no imagination.  That's all I have to say to you.  God, I'm embarrassing you. I-I didn't want to do this here. I- I wanted to do it someplace different, someplace where we could be new to each other. (xxx) ",Statement Non Opinion ,Statement Opinion
"You feel it's wrong here, don't you; this yard, this chair?  I want you to be ready for me, Annie. I- I don't want to win you away from anything. (excited) ",Statement Opinion,Question
"Oh, Chris I've been ready for a long time. (happy) ",Statement Non Opinion ,Statement Opinion
So he's gone forever then?  You sure? (xxx) ,Question,Question
I almost got married two years ago. (sad) ,Answer,Statement Non Opinion
Why didn't you? (surprise) ,Question,Question
You started to write me. (xxx) ,Answer,Statement Non Opinion
You felt something that far back? (happy) ,Question,Question
Everyday since. (happy) ,Answer,Statement Opinion
"Annie, why didn't you call me or tell me? (xxx) ",Question,Question
"Well, I mean, until then you never wrote and when you did, what did you say?  I mean, you sure can be ambiguous. (excited) ",Answer,Statement Opinion
"Give me a kiss, Annie.  Give me a -- (xxx) ",Command,Command
"oh, God I kissed Annie.  I kissed Annie. I can't How long have I waited to do that? (excited) ",Statement Opinion,Statement Opinion
I'll never forgive you.  Why did you wait so long?  All this time I've sat around wondering if I was crazy for thinking of you. (xxx) ,Statement Opinion,Statement Opinion
"Oh, Annie, we're gonna live now.  I'm going to make you so happy. (excited) ",Statement Opinion,Statement Opinion
Not like that you're not. (excited) ,Statement Opinion,Statement Opinion
I kissed you. (surprise) ,Statement Non Opinion ,Statement Non Opinion
"Like Larry's brother.  Do it like you, Chris.  What's the matter? (sad) ",Question,Question
Lets go for a ride.  I I- I want to be alone with you. (sad) ,Statement Non Opinion ,Command
"No.  Chris, what is it?  Is it your mother? (xxx) ",Question,Question
"No, nothing like that. (sad) ",Answer,Statement Non Opinion
You have to tell me. (xxx) ,Command,Command
Even in your letters there was something ashamed. (sad) ,Statement Non Opinion ,Statement Non Opinion
"Yeah, I suppose I have been.  But it's going for me. (sad) ",Agreement,Statement Non Opinion
You have to tell me. (sad) ,Command,Command
I don't I don't know where to start. (neutral) ,Statement Non Opinion ,Statement Non Opinion
It wouldn't work like this. (sad) ,Statement Non Opinion ,Statement Non Opinion
It's so mixed up with so many other things. (sad) ,Statement Non Opinion ,Statement Non Opinion
"You remember when I was overseas, I was in command of a company? (xxx) ",Question,Question
"Yeah, sure. (neutral) ",Answer,Acknowledge
I lost them. (sad) ,Statement Non Opinion ,Statement Non Opinion
How many? (sad) ,Question,Question
Just about all. (sad) ,Answer,Statement Non Opinion
"It- It takes time to toss something like that off,I mean, because they weren't just men. (sad) ",Statement Opinion,Statement Non Opinion
"For instance, there was this time, and it had been raining for several days, and this kid came up to me and he gave me his last pair of dry socks, just put them in my pocket. (xxx) ",Statement Non Opinion ,Statement Non Opinion
I know it's it's just a little thing but that's just the kind of guys I had.  They didn't die.  They killed themselves for each other. (sad) ,Statement Opinion,Statement Non Opinion
"I mean that exactly, anymore selfish -- just a little bit more selfish and they would have been here today. And it gave me an idea as I was watching them all go down. (sad) ",Statement Opinion,Statement Non Opinion
"Everything was being destroyed see, but I felt like something new was being created at the same time.  Like it kind of -- responsibility.  You know, man to man.  Do you understand what I'm saying? (xxx) ",Statement Opinion,Question
"And and to see that again, to to bring that back on the earth again, like- like a monument that that would stand behind these men and and and it would make a difference to them. (xxx) ",Statement Opinion,Statement Non Opinion
It was and then I went home.  And it was incredible.  It didn't have any meaning there. (sad) ,Statement Non Opinion ,Statement Non Opinion
"I mean, the whole thing was like some kind of bus accident to them. (xxx) ",Statement Non Opinion ,Statement Non Opinion
So I went back to work for my dad and that whole rat race again. (xxx) ,Statement Non Opinion ,Statement Non Opinion
"I felt what you said, ashamed somehow because nobody had changed at all. (sad) ",Statement Non Opinion ,Statement Non Opinion
"It seemed to make suckers out of so many guys.  And I-I felt wrong to be alive; to to open that bank book, to to drive that car, the new car, and look at that new refrigerator. I mean, (frustrated) ",Statement Non Opinion ,Statement Non Opinion
"you can take those things out of the war, but if you're gonna drive that car you've got to know that that came from the love a man can have from a man. And you've got to be a little bit better because of that.  Because if you're not, then it's all just loot and there's blood on it and I didn't want any of it. (frustrated) ",Statement Opinion,Statement Non Opinion
And I guess that included you. (sad) ,Statement Opinion,Statement Non Opinion
Do you still feel like that? (sad) ,Question,Question
"I want you now, Annie. (sad) ",Answer,Statement Opinion
"Because you can't feel like that anymore, Chris.  Because everything you have, you have a right to, me included. (sad) ",Statement Opinion,Statement Opinion
"And you father, he put hundreds of planes in the air and you should be proud.  A man should be paid for that. (xxx) ",Statement Non Opinion ,Statement Opinion
"Oh, Annie, (excited) ",Agreement,Statement Opinion
[LAUGHTER] What will I do with a fortune? (happy) ,Question,Question
Annie I am going to make you a fortune. (happy) ,Statement Opinion,Statement Opinion
"What time is it?  They're supposed to run around midnight.  Oh, this is great, isn't it?  Look at the night we've got here.  It couldn't be better.  Actually, I wanted to go a little further up the coast you know to get away from all the lights and the people.  I was afraid we might miss it though, so how are you doing? (excited) ",Question,Question
Fine. (sad) ,Answer,Answer
"What's that? Is that- Wait, is that foam?  I can't even tell.  Oh Actually, I guess if I can't tell then it probably isn't it, is it?  It will probably be unmistakable, don't you think? (excited) ",Question,Question
"This is great.  How are you doing?  Oh, no.  Oh, do you know what I did?  I forgot the flashlight.  How could I be so stupid?  I forgot the flashlight. (excited) ",Statement Non Opinion ,Statement Non Opinion
What flashlight? (neutral) ,Question,Question
"The flashlight.  The silver one.  There's only one, isn't there?  Stupid. (excited) ",Answer,Statement Non Opinion
You mean our flashlight? (xxx) ,Question,Question
Well- (xxx) ,Backchannel,Backchannel
"I mean, you kept saying my flashlight, the flashlight like it was only somehow yours.  How is that supposed to make me feel? (xxx) ",Question,Question
"Oh, no, of course, our flashlight.  Me flashlight is to you flashlight, naturally. (excited) ",Agreement,Statement Opinion
"How could we have forgotten it? Well, I hope the moon stays out.  I wonder, do they always run during a full moon?  I can't remember, was the moon full last year, do you remember? (excited) ",Question,Question
Yes. (xxx) ,Answer,Answer
"Are you cold?  Do you want my jacket?  We should have brought the blanket, our blanket.  Oh, this is great.  I didn't even think to bring a six pack.  Oh, a six pack would be just the ticket right about now. (excited) ",Statement Non Opinion ,Question
"I can't believe I forgot.I'm like a little kid.  I'm surprised I made it out of the house with my fly zipped. Oh, [LAUGHTER] (excited) ",Statement Non Opinion ,Statement Opinion
"Oh, I wonder if they can hear me or if they can feel the vibrations when we move around in the sand. or something (excited) ",Statement Opinion,Statement Non Opinion
